time,x,y,z
0.257,-0.014,0.095,0.988
0.267,-0.011,0.098,0.993
0.267,-0.008,0.095,0.990
0.269,-0.003,0.083,0.995
0.273,-0.011,0.078,1.029
0.277,-0.013,0.107,1.017
0.280,-0.014,0.106,1.013
0.284,-0.014,0.096,1.018
0.288,-0.007,0.095,1.016
0.302,-0.001,0.088,0.995
0.302,-0.004,0.090,0.982
0.302,-0.008,0.090,0.973
0.304,-0.001,0.100,0.969
0.310,0.002,0.101,0.963
0.312,0.003,0.111,0.959
0.316,0.001,0.118,0.955
0.320,-0.014,0.129,0.964
0.324,-0.022,0.128,0.954
0.328,-0.040,0.126,0.954
0.332,-0.053,0.119,0.971
0.335,-0.063,0.097,0.997
0.340,-0.042,0.122,1.000
0.349,-0.030,0.129,1.017
0.349,-0.023,0.128,1.035
0.352,-0.009,0.126,1.030
0.356,-0.017,0.117,1.026
0.360,-0.036,0.117,1.021
0.364,-0.045,0.121,1.027
0.369,-0.039,0.119,1.032
0.371,-0.034,0.116,1.035
0.378,-0.034,0.107,1.032
0.379,-0.035,0.110,1.028
0.383,-0.041,0.107,1.019
0.387,-0.034,0.115,1.021
0.391,-0.035,0.120,1.021
0.395,-0.023,0.120,1.023
0.399,-0.023,0.117,1.022
0.403,-0.019,0.117,1.016
0.406,-0.030,0.119,1.004
0.411,-0.037,0.128,0.995
0.415,-0.031,0.127,0.991
0.419,-0.034,0.134,0.979
0.423,-0.030,0.140,0.972
0.427,-0.024,0.145,0.966
0.431,-0.027,0.143,0.966
0.434,-0.026,0.147,0.957
0.438,-0.019,0.144,0.958
0.450,-0.025,0.138,0.953
0.450,-0.021,0.137,0.951
0.450,-0.016,0.137,0.952
0.454,-0.016,0.132,0.950
0.460,-0.016,0.133,0.955
0.463,-0.009,0.133,0.961
0.466,-0.011,0.135,0.960
0.469,-0.010,0.134,0.963
0.475,-0.014,0.133,0.964
0.503,-0.005,0.129,0.965
0.504,-0.004,0.129,0.967
0.504,-0.003,0.128,0.965
0.504,-0.005,0.132,0.966
0.504,-0.002,0.130,0.971
0.504,-0.004,0.130,0.978
0.504,0.003,0.127,0.979
0.506,0.002,0.122,0.978
0.512,0.009,0.126,0.984
0.514,0.011,0.122,0.983
0.517,0.011,0.119,0.992
0.521,0.012,0.118,0.996
0.526,0.011,0.117,0.996
0.530,0.007,0.114,1.003
0.533,0.011,0.114,1.005
0.538,0.009,0.112,0.997
0.541,0.011,0.118,0.997
0.545,0.008,0.117,0.988
0.549,0.010,0.120,0.980
0.553,0.007,0.126,0.978
0.556,0.007,0.124,0.973
0.563,0.007,0.124,0.972
0.565,0.007,0.127,0.971
0.569,0.011,0.124,0.964
0.573,0.015,0.123,0.964
0.582,0.018,0.121,0.963
0.583,0.021,0.121,0.964
0.585,0.022,0.118,0.971
0.589,0.025,0.116,0.964
0.594,0.025,0.107,0.967
0.597,0.018,0.121,0.953
0.601,0.018,0.122,0.956
0.604,0.019,0.118,0.959
0.608,0.017,0.120,0.966
0.613,0.011,0.125,0.969
0.617,0.014,0.128,0.967
0.620,0.012,0.132,0.966
0.624,0.007,0.129,0.961
0.628,0.011,0.127,0.967
0.632,0.009,0.127,0.969
0.636,0.012,0.127,0.970
0.640,0.007,0.121,0.974
0.646,0.005,0.122,0.975
0.648,0.008,0.119,0.979
0.652,0.006,0.119,0.979
0.656,0.003,0.115,0.980
0.665,0.008,0.113,0.981
0.665,0.007,0.115,0.980
0.668,0.008,0.117,0.981
0.672,0.008,0.111,0.979
0.677,-0.001,0.112,0.987
0.680,-0.001,0.110,0.985
0.684,0.000,0.115,0.990
0.688,-0.003,0.116,0.991
0.694,-0.010,0.118,0.993
0.695,-0.009,0.116,0.998
0.700,-0.014,0.115,0.998
0.703,-0.013,0.114,1.000
0.707,-0.012,0.110,1.005
0.711,-0.011,0.111,1.010
0.716,-0.007,0.106,1.016
0.719,-0.011,0.102,1.020
0.723,-0.012,0.105,1.018
0.727,-0.011,0.098,1.022
0.731,-0.010,0.097,1.026
0.734,-0.008,0.095,1.029
0.739,-0.004,0.099,1.020
0.744,-0.005,0.100,1.020
0.747,-0.002,0.100,1.020
0.751,0.002,0.102,1.015
0.755,0.003,0.102,1.010
0.758,-0.001,0.105,1.007
0.764,-0.001,0.107,1.005
0.767,0.003,0.110,0.995
0.770,-0.003,0.117,0.984
0.782,-0.003,0.123,0.973
0.783,-0.003,0.130,0.966
0.783,-0.005,0.133,0.962
0.787,-0.008,0.140,0.957
0.790,-0.009,0.143,0.951
0.795,-0.006,0.143,0.947
0.798,-0.005,0.143,0.950
0.802,0.000,0.141,0.953
0.806,-0.001,0.143,0.956
0.811,-0.008,0.140,0.959
0.814,-0.005,0.139,0.959
0.818,-0.008,0.140,0.963
0.822,-0.005,0.133,0.969
0.825,-0.003,0.133,0.978
0.830,-0.001,0.135,0.979
0.834,-0.000,0.132,0.987
0.837,-0.003,0.133,0.989
0.842,0.000,0.141,0.989
0.847,-0.000,0.140,0.994
0.849,-0.008,0.144,0.993
0.853,-0.005,0.145,0.992
0.857,-0.009,0.136,0.983
0.865,-0.004,0.139,0.982
0.865,0.001,0.133,0.976
0.869,0.005,0.132,0.978
0.873,0.006,0.134,0.981
0.878,0.007,0.136,0.973
0.881,0.005,0.133,0.974
0.885,0.009,0.137,0.974
0.889,0.007,0.135,0.971
0.895,0.000,0.139,0.971
0.897,-0.006,0.139,0.961
0.901,-0.001,0.142,0.962
0.912,-0.007,0.142,0.960
0.913,-0.000,0.144,0.958
0.913,-0.000,0.145,0.956
0.918,0.002,0.140,0.957
0.921,0.003,0.138,0.960
0.925,0.008,0.139,0.960
0.929,0.007,0.133,0.963
0.933,0.005,0.128,0.963
0.937,0.001,0.128,0.967
0.951,0.007,0.123,0.973
0.951,0.011,0.120,0.981
0.952,0.005,0.121,0.984
0.954,0.008,0.117,0.998
0.998,0.010,0.114,0.999
0.999,0.010,0.113,1.004
0.999,0.007,0.113,1.003
0.999,0.006,0.109,1.009
0.999,0.004,0.108,1.008
0.999,0.006,0.108,1.008
1.000,0.007,0.112,1.013
1.000,0.005,0.111,1.014
1.000,0.003,0.111,1.021
1.000,0.006,0.113,1.016
1.000,0.002,0.114,1.013
1.000,-0.002,0.113,1.010
1.003,0.002,0.111,1.010
1.007,0.004,0.115,1.000
1.013,0.006,0.113,0.995
1.015,0.007,0.113,0.988
1.019,0.012,0.111,0.983
1.023,0.015,0.110,0.982
1.029,0.022,0.105,0.980
1.034,0.016,0.105,0.979
1.035,0.021,0.103,0.981
1.039,0.016,0.100,0.977
1.042,0.016,0.099,0.977
1.048,0.015,0.096,0.980
1.052,0.012,0.105,0.984
1.055,0.016,0.100,0.985
1.059,0.017,0.103,0.985
1.065,0.013,0.098,0.983
1.068,0.015,0.101,0.979
1.071,0.020,0.096,0.981
1.076,0.014,0.103,0.977
1.096,0.013,0.099,0.982
1.096,0.018,0.104,0.980
1.097,0.014,0.103,0.979
1.097,0.015,0.104,0.982
1.097,0.017,0.106,0.982
1.098,0.010,0.107,0.976
1.102,0.007,0.112,0.977
1.107,-0.000,0.108,0.980
1.112,-0.002,0.114,0.980
1.114,-0.007,0.112,0.976
1.118,-0.013,0.111,0.977
1.122,-0.014,0.112,0.982
1.126,-0.012,0.109,0.988
1.130,-0.012,0.110,0.993
1.134,-0.018,0.107,0.990
1.138,-0.023,0.103,0.991
1.142,-0.029,0.099,0.978
1.150,-0.031,0.101,0.975
1.151,-0.028,0.099,0.974
1.159,-0.018,0.100,0.981
1.159,-0.010,0.094,0.985
1.175,-0.009,0.099,0.985
1.176,-0.007,0.095,0.987
1.176,-0.009,0.099,0.984
1.176,-0.010,0.093,0.986
1.179,-0.007,0.086,0.985
1.181,-0.004,0.077,0.985
1.185,-0.003,0.066,0.987
1.189,0.004,0.063,0.987
1.195,0.001,0.063,0.987
1.197,0.003,0.059,0.977
1.201,0.006,0.063,0.971
1.205,0.001,0.070,0.966
1.209,0.004,0.072,0.967
1.213,0.002,0.075,0.968
1.217,0.004,0.073,0.970
1.221,0.002,0.077,0.979
1.225,-0.004,0.073,0.981
1.230,-0.010,0.070,0.992
1.233,-0.011,0.058,0.998
1.237,0.007,-0.049,1.080
1.241,0.042,-0.032,1.094
1.251,0.082,-0.023,1.100
1.252,0.095,-0.025,1.099
1.284,0.074,-0.031,1.083
1.285,0.037,-0.028,1.059
1.285,0.027,-0.017,1.042
1.285,0.027,0.007,1.037
1.285,0.023,0.028,1.037
1.286,0.007,0.043,1.037
1.286,-0.005,0.056,1.035
1.286,-0.025,0.062,1.033
1.286,-0.033,0.071,1.027
1.289,-0.034,0.074,1.025
1.292,-0.025,0.076,1.025
1.298,-0.019,0.085,1.025
1.309,-0.016,0.078,1.022
1.309,-0.014,0.082,1.015
1.309,-0.009,0.080,1.012
1.314,-0.007,0.075,1.008
1.316,-0.009,0.079,1.010
1.320,-0.005,0.075,1.001
1.324,-0.007,0.079,1.002
1.327,-0.006,0.078,0.994
1.332,-0.007,0.084,0.987
1.335,-0.001,0.086,0.974
1.340,0.006,0.091,0.969
1.343,0.006,0.088,0.960
1.347,0.009,0.093,0.955
1.352,-0.011,0.068,0.916
1.356,0.025,0.088,0.928
1.359,0.059,0.093,0.965
1.368,0.069,0.082,0.977
1.368,0.031,0.066,0.963
1.371,0.007,0.070,0.957
1.377,0.009,0.084,0.963
1.420,0.014,0.086,0.970
1.421,0.021,0.090,0.975
1.421,0.023,0.092,0.969
1.421,0.016,0.100,0.976
1.422,0.011,0.098,0.983
1.422,-0.002,0.101,0.983
1.422,-0.002,0.102,0.987
1.423,0.002,0.108,0.985
1.423,0.004,0.108,0.985
1.423,0.004,0.106,0.990
1.424,0.002,0.108,0.990
1.424,0.007,0.106,0.991
1.427,0.000,0.109,0.997
1.430,0.003,0.116,1.010
1.434,0.000,0.116,1.016
1.438,-0.001,0.120,1.019
1.442,-0.006,0.123,1.025
1.451,-0.008,0.123,1.030
1.452,-0.006,0.124,1.032
1.453,-0.005,0.119,1.037
1.458,-0.007,0.124,1.043
1.484,-0.010,0.124,1.044
1.484,-0.013,0.125,1.049
1.484,-0.011,0.122,1.049
1.485,-0.006,0.124,1.046
1.485,-0.009,0.125,1.041
1.485,-0.009,0.126,1.031
1.487,-0.007,0.126,1.021
1.490,-0.001,0.125,1.012
1.493,0.005,0.125,1.004
1.498,0.008,0.126,0.990
1.503,0.011,0.126,0.987
1.505,0.016,0.127,0.983
1.509,0.018,0.127,0.978
1.513,0.014,0.120,0.975
1.517,0.016,0.121,0.977
1.521,0.016,0.120,0.975
1.525,0.011,0.121,0.976
1.530,0.011,0.116,0.971
1.533,0.017,0.115,0.968
1.537,0.019,0.115,0.973
1.541,0.020,0.115,0.975
1.547,0.022,0.117,0.979
1.549,0.023,0.112,0.984
1.553,0.020,0.116,0.986
1.557,0.024,0.112,0.983
1.560,0.030,0.104,0.982
1.568,0.033,0.103,0.987
1.569,0.041,0.105,0.986
1.573,0.042,0.100,0.985
1.576,0.048,0.096,0.990
1.601,0.049,0.096,0.987
1.602,0.053,0.094,0.995
1.602,0.059,0.094,1.000
1.602,0.055,0.095,0.999
1.602,0.051,0.097,1.002
1.603,0.053,0.095,0.999
1.604,0.054,0.090,1.001
1.608,0.061,0.089,1.000
1.613,0.061,0.087,1.002
1.616,0.072,0.088,0.999
1.620,0.072,0.084,0.995
1.624,0.072,0.085,0.988
1.630,0.071,0.085,0.985
1.632,0.074,0.082,0.979
1.636,0.076,0.085,0.976
1.640,0.072,0.089,0.960
1.644,0.074,0.093,0.960
1.648,0.070,0.095,0.962
1.652,0.060,0.102,0.961
1.656,0.057,0.103,0.970
1.660,0.054,0.101,0.966
1.672,0.050,0.107,0.970
1.673,0.054,0.109,0.970
1.673,0.050,0.110,0.970
1.676,0.044,0.111,0.961
1.720,0.043,0.112,0.958
1.721,0.042,0.117,0.956
1.721,0.044,0.115,0.949
1.722,0.041,0.113,0.940
1.743,0.036,0.120,0.928
1.744,0.033,0.122,0.914
1.744,0.034,0.123,0.914
1.746,0.031,0.127,0.907
1.747,0.033,0.125,0.906
1.748,0.034,0.123,0.913
1.748,0.037,0.115,0.923
1.749,0.036,0.115,0.935
1.749,0.041,0.105,0.949
1.750,0.043,0.098,0.958
1.750,0.044,0.094,0.964
1.751,0.048,0.093,0.966
1.751,0.050,0.086,0.974
1.751,0.049,0.088,0.976
1.752,0.051,0.087,0.982
1.760,0.054,0.079,0.991
1.760,0.052,0.079,1.008
1.763,0.055,0.078,1.013
1.766,0.052,0.076,1.021
1.770,0.050,0.077,1.026
1.774,0.049,0.072,1.023
1.780,0.048,0.074,1.024
1.782,0.047,0.078,1.015
1.786,0.048,0.078,1.006
1.790,0.043,0.080,1.000
1.794,0.036,0.086,0.992
1.806,0.035,0.093,0.989
1.807,0.033,0.091,0.990
1.807,0.029,0.097,0.982
1.810,0.026,0.100,0.975
1.850,0.016,0.104,0.965
1.851,0.016,0.107,0.959
1.851,0.005,0.116,0.948
1.852,0.001,0.118,0.943
1.852,-0.001,0.118,0.946
1.853,0.004,0.116,0.950
1.853,0.007,0.115,0.962
1.853,0.020,0.087,0.970
1.854,0.034,0.095,0.991
1.854,0.026,0.084,0.981
1.854,0.014,0.070,0.966
1.858,0.007,0.042,0.958
1.866,0.044,0.043,0.954
1.866,0.105,0.088,0.972
1.869,0.108,0.096,0.962
1.873,0.078,0.086,0.933
1.877,0.051,0.088,0.906
1.889,0.043,0.099,0.896
1.890,0.039,0.111,0.901
1.890,0.035,0.122,0.903
1.893,0.039,0.129,0.912
1.937,0.042,0.125,0.923
1.938,0.045,0.122,0.933
1.938,0.044,0.123,0.940
1.939,0.048,0.118,0.951
1.939,0.048,0.121,0.968
1.939,0.054,0.118,0.975
1.940,0.051,0.113,0.988
1.940,0.051,0.118,0.991
1.941,0.051,0.112,1.004
1.941,0.044,0.108,1.012
1.941,0.046,0.109,1.021
1.942,0.046,0.110,1.029
1.950,0.049,0.119,1.035
1.950,0.041,0.117,1.037
1.952,0.041,0.116,1.042
1.956,0.037,0.118,1.042
1.960,0.037,0.115,1.040
1.966,0.041,0.119,1.044
1.969,0.042,0.116,1.048
1.972,0.043,0.118,1.049
1.976,0.041,0.121,1.048
1.989,0.038,0.122,1.048
1.990,0.033,0.112,1.044
1.990,0.033,0.097,1.023
2.003,0.052,0.100,1.036
2.003,0.075,0.105,1.050
2.004,0.071,0.101,1.038
2.004,0.049,0.094,1.011
2.037,0.039,0.105,0.995
2.037,0.042,0.109,0.983
2.037,0.049,0.115,0.976
2.038,0.059,0.115,0.971
2.038,0.053,0.113,0.965
2.038,0.056,0.115,0.964
2.039,0.045,0.113,0.967
2.039,0.044,0.111,0.970
2.039,0.047,0.112,0.970
2.049,0.045,0.110,0.971
2.051,0.052,0.103,0.976
2.053,0.054,0.101,0.975
2.055,0.059,0.097,0.978
2.059,0.059,0.099,0.978
2.067,0.062,0.095,0.983
2.067,0.059,0.097,0.982
2.071,0.055,0.089,0.981
2.074,0.058,0.097,0.987
2.078,0.051,0.099,0.991
2.087,0.046,0.093,0.992
2.088,0.044,0.092,0.993
2.101,0.048,0.095,0.997
2.101,0.049,0.093,1.000
2.101,0.048,0.097,1.003
2.126,0.049,0.101,1.002
2.127,0.052,0.102,0.998
2.127,0.047,0.100,1.000
2.127,0.045,0.102,0.995
2.127,0.044,0.096,0.997
2.128,0.048,0.096,0.992
2.128,0.044,0.097,0.992
2.139,0.050,0.093,0.992
2.139,0.045,0.093,0.987
2.139,0.050,0.095,0.986
2.141,0.051,0.092,0.979
2.152,0.053,0.094,0.969
2.153,0.052,0.102,0.965
2.158,0.047,0.098,0.953
2.158,0.040,0.097,0.948
2.161,0.018,0.089,0.949
2.168,-0.029,0.063,0.953
2.170,-0.052,0.049,0.959
2.173,0.001,0.067,0.969
2.177,0.055,0.090,0.983
2.193,0.075,0.090,0.995
2.193,0.075,0.093,0.996
2.193,0.055,0.071,0.999
2.193,0.031,0.064,0.996
2.196,0.020,0.054,0.998
2.200,0.014,0.050,0.999
2.205,-0.003,0.034,1.000
2.208,0.004,0.034,1.005
2.214,0.004,0.027,1.022
2.216,0.013,0.020,1.032
2.220,0.002,0.007,1.058
2.224,0.056,0.035,1.080
2.228,0.121,0.074,1.094
2.232,0.122,0.082,1.083
2.236,0.087,0.068,1.072
2.240,0.045,0.045,1.066
2.244,0.022,0.033,1.062
2.251,0.017,0.026,1.065
2.256,0.021,0.035,1.074
2.256,0.029,0.042,1.086
2.276,0.031,0.048,1.088
2.277,0.043,0.043,1.088
2.277,0.053,0.046,1.090
2.277,0.060,0.040,1.088
2.277,0.064,0.038,1.076
2.289,0.067,0.028,1.071
2.289,0.071,0.032,1.060
2.289,0.071,0.027,1.046
2.292,0.077,0.029,1.035
2.295,0.079,0.031,1.029
2.302,0.081,0.029,1.015
2.304,0.080,0.035,1.012
2.307,0.076,0.040,1.007
2.312,0.084,0.039,0.997
2.315,0.080,0.042,0.989
2.319,0.080,0.053,0.981
2.323,0.076,0.056,0.972
2.327,0.077,0.062,0.964
2.332,0.071,0.067,0.953
2.337,0.070,0.077,0.946
2.339,0.064,0.078,0.934
2.343,0.062,0.086,0.932
2.348,0.059,0.091,0.929
2.350,0.057,0.093,0.921
2.355,0.053,0.100,0.921
2.358,0.044,0.110,0.919
2.362,0.044,0.117,0.920
2.367,0.040,0.118,0.918
2.371,0.042,0.123,0.922
2.386,0.037,0.126,0.925
2.387,0.040,0.128,0.928
2.387,0.035,0.127,0.936
2.387,0.034,0.124,0.942
2.390,0.036,0.125,0.952
2.394,0.033,0.121,0.960
2.398,0.035,0.116,0.960
2.402,0.039,0.116,0.971
2.406,0.029,0.111,0.970
2.410,0.036,0.111,0.976
2.415,0.037,0.108,0.974
2.418,0.040,0.099,0.979
2.421,0.041,0.102,0.980
2.426,0.045,0.106,0.983
2.432,0.039,0.105,0.979
2.434,0.040,0.101,0.982
2.438,0.035,0.107,0.981
2.444,0.031,0.109,0.978
2.445,0.029,0.111,0.973
2.449,0.027,0.111,0.969
2.454,0.027,0.115,0.962
2.457,0.020,0.126,0.954
2.461,0.017,0.129,0.953
2.469,0.008,0.134,0.941
2.470,0.001,0.139,0.933
2.501,-0.005,0.146,0.925
2.501,-0.019,0.143,0.916
2.501,-0.022,0.150,0.910
2.515,-0.038,0.148,0.916
2.516,-0.039,0.152,0.927
2.516,-0.043,0.150,0.944
2.516,-0.044,0.145,0.950
2.516,-0.049,0.141,0.974
2.517,-0.049,0.132,0.990
2.517,-0.052,0.126,1.011
2.517,-0.047,0.118,1.032
2.521,-0.047,0.109,1.047
2.522,-0.042,0.104,1.051
2.525,-0.046,0.097,1.056
2.528,-0.036,0.082,1.066
2.533,-0.029,0.079,1.075
2.538,-0.022,0.070,1.082
2.540,-0.019,0.061,1.080
2.544,-0.011,0.056,1.071
2.549,-0.009,0.048,1.067
2.552,-0.013,0.052,1.053
2.556,-0.007,0.050,1.036
2.560,-0.003,0.058,1.015
2.579,-0.003,0.063,0.995
2.579,-0.009,0.071,0.971
2.579,-0.014,0.073,0.949
2.579,-0.020,0.082,0.929
2.581,-0.021,0.095,0.912
2.587,-0.030,0.106,0.895
2.589,-0.036,0.117,0.883
2.592,-0.047,0.128,0.870
2.595,-0.058,0.135,0.860
2.609,-0.062,0.146,0.850
2.610,-0.070,0.153,0.846
2.610,-0.072,0.160,0.847
2.612,-0.075,0.162,0.850
2.616,-0.077,0.165,0.859
2.619,-0.075,0.164,0.871
2.623,-0.079,0.163,0.880
2.628,-0.078,0.159,0.895
2.632,-0.073,0.153,0.907
2.635,-0.070,0.150,0.922
2.639,-0.067,0.145,0.941
2.643,-0.066,0.138,0.958
2.648,-0.063,0.135,0.975
2.651,-0.059,0.132,0.988
2.656,-0.057,0.127,1.003
2.659,-0.051,0.119,1.022
2.666,-0.048,0.113,1.037
2.667,-0.043,0.107,1.054
2.672,-0.034,0.099,1.061
2.675,-0.025,0.102,1.063
2.679,-0.024,0.096,1.068
2.689,-0.019,0.088,1.061
2.689,-0.015,0.090,1.061
2.694,-0.016,0.094,1.056
2.695,-0.011,0.101,1.050
2.726,-0.014,0.099,1.043
2.727,-0.011,0.107,1.032
2.727,-0.012,0.111,1.020
2.727,-0.011,0.113,1.014
2.727,-0.013,0.118,1.005
2.728,-0.006,0.126,1.001
2.728,-0.009,0.122,0.990
2.729,-0.004,0.122,0.989
2.737,-0.008,0.127,0.981
2.738,-0.005,0.129,0.976
2.739,-0.007,0.133,0.973
2.742,-0.007,0.138,0.969
2.747,-0.009,0.140,0.969
2.751,-0.008,0.146,0.962
2.754,-0.007,0.139,0.956
2.759,-0.006,0.145,0.952
2.762,-0.003,0.138,0.951
2.771,-0.003,0.137,0.941
2.772,-0.005,0.138,0.937
2.777,0.000,0.132,0.932
2.778,-0.004,0.137,0.926
2.809,0.001,0.136,0.928
2.810,-0.004,0.138,0.934
2.810,-0.003,0.139,0.933
2.810,-0.010,0.141,0.939
2.811,-0.013,0.143,0.947
2.811,-0.017,0.146,0.961
2.811,-0.017,0.144,0.968
2.813,-0.018,0.145,0.985
2.814,-0.021,0.140,1.000
2.821,-0.025,0.140,1.016
2.822,-0.022,0.139,1.029
2.826,-0.024,0.133,1.040
2.830,-0.023,0.127,1.056
2.834,-0.018,0.121,1.064
2.837,-0.024,0.117,1.079
2.841,-0.018,0.114,1.092
2.845,-0.016,0.106,1.105
2.849,-0.016,0.099,1.115
2.853,-0.008,0.097,1.125
2.857,-0.001,0.091,1.137
2.861,0.001,0.082,1.143
2.871,0.010,0.074,1.142
2.872,0.024,0.068,1.144
2.873,0.027,0.070,1.139
2.903,0.029,0.075,1.129
2.915,0.028,0.077,1.114
2.916,0.023,0.086,1.096
2.917,0.019,0.100,1.074
2.917,0.017,0.103,1.057
2.917,0.017,0.111,1.030
2.918,0.013,0.119,1.011
2.918,0.016,0.124,0.999
2.918,0.016,0.127,0.987
2.918,0.020,0.130,0.980
2.919,0.022,0.134,0.968
2.921,0.030,0.135,0.962
2.924,0.029,0.135,0.956
2.928,0.034,0.132,0.953
2.934,0.038,0.128,0.946
2.937,0.039,0.131,0.951
2.941,0.041,0.132,0.957
2.944,0.049,0.128,0.958
2.951,0.052,0.124,0.969
2.953,0.051,0.118,0.979
2.956,0.057,0.114,0.981
2.960,0.054,0.113,0.991
2.972,0.060,0.110,1.001
2.973,0.064,0.113,0.999
2.973,0.066,0.118,0.989
2.978,0.062,0.114,0.983
2.979,0.062,0.117,0.976
3.011,0.059,0.126,0.968
3.011,0.054,0.129,0.953
3.012,0.053,0.136,0.949
3.012,0.056,0.138,0.942
3.012,0.053,0.146,0.939
3.012,0.053,0.152,0.937
3.013,0.051,0.151,0.947
3.013,0.043,0.155,0.947
3.020,0.041,0.161,0.944
3.021,0.042,0.154,0.944
3.023,0.042,0.160,0.945
3.027,0.037,0.158,0.947
3.031,0.035,0.154,0.941
3.034,0.035,0.157,0.948
3.039,0.034,0.154,0.950
3.043,0.037,0.149,0.964
3.047,0.033,0.140,0.968
3.050,0.039,0.134,0.981
3.054,0.035,0.130,0.984
3.058,0.039,0.126,0.986
3.062,0.040,0.120,0.988
3.070,0.045,0.115,0.986
3.071,0.045,0.117,0.981
3.081,0.043,0.120,0.978
3.083,0.040,0.116,0.977
3.101,0.041,0.121,0.972
3.102,0.041,0.122,0.975
3.102,0.041,0.123,0.978
3.103,0.039,0.122,0.985
3.103,0.040,0.129,0.985
3.103,0.038,0.125,0.997
3.106,0.043,0.125,1.000
3.110,0.043,0.128,1.006
3.113,0.047,0.128,1.008
3.119,0.047,0.133,1.005
3.122,0.043,0.138,1.005
3.126,0.041,0.137,1.002
3.130,0.034,0.143,0.991
3.134,0.033,0.150,0.982
3.138,0.032,0.153,0.967
3.142,0.031,0.157,0.962
3.146,0.027,0.161,0.947
3.151,0.032,0.162,0.944
3.154,0.032,0.166,0.929
3.158,0.032,0.165,0.930
3.162,0.028,0.162,0.924
3.168,0.035,0.165,0.919
3.170,0.032,0.165,0.916
3.174,0.036,0.166,0.917
3.178,0.031,0.162,0.915
3.181,0.031,0.168,0.912
3.193,0.031,0.169,0.911
3.193,0.032,0.172,0.925
3.194,0.030,0.173,0.928
3.197,0.031,0.177,0.934
3.235,0.037,0.171,0.941
3.236,0.039,0.172,0.943
3.236,0.039,0.164,0.950
3.237,0.042,0.159,0.951
3.237,0.045,0.155,0.955
3.237,0.048,0.153,0.953
3.238,0.049,0.151,0.960
3.238,0.052,0.148,0.960
3.238,0.051,0.144,0.962
3.239,0.057,0.141,0.964
3.241,0.058,0.138,0.971
3.245,0.061,0.133,0.977
3.252,0.070,0.129,0.981
3.253,0.070,0.126,0.982
3.257,0.075,0.125,0.984
3.260,0.073,0.120,0.982
3.264,0.081,0.122,0.974
3.275,0.079,0.119,0.969
3.276,0.080,0.117,0.964
3.292,0.077,0.118,0.960
3.293,0.078,0.125,0.957
3.293,0.069,0.126,0.954
3.294,0.070,0.135,0.954
3.294,0.060,0.136,0.964
3.322,0.057,0.141,0.975
3.323,0.054,0.145,0.986
3.323,0.055,0.147,0.998
3.324,0.050,0.147,1.009
3.324,0.053,0.146,1.015
3.324,0.052,0.146,1.025
3.325,0.046,0.139,1.022
3.325,0.046,0.138,1.018
3.329,0.048,0.137,1.018
3.336,0.052,0.136,1.012
3.337,0.052,0.135,1.006
3.341,0.054,0.139,1.008
3.343,0.052,0.133,0.999
3.347,0.057,0.133,0.991
3.359,0.058,0.134,0.990
3.360,0.059,0.134,0.986
3.360,0.062,0.130,0.988
3.364,0.069,0.131,0.983
