time,x,y,z
0.704,0.013,0.062,1.005
0.708,0.022,0.059,0.999
0.720,0.029,0.053,0.992
0.721,0.034,0.055,0.990
0.721,0.041,0.053,0.992
0.724,0.038,0.058,0.989
0.728,0.043,0.050,0.984
0.733,0.043,0.052,0.982
0.741,0.040,0.059,0.979
0.741,0.035,0.064,0.983
0.744,0.034,0.066,0.978
0.750,0.032,0.068,0.982
0.753,0.029,0.069,0.978
0.756,0.025,0.069,0.976
0.760,0.024,0.070,0.975
0.764,0.030,0.070,0.973
0.768,0.021,0.066,0.971
0.772,0.026,0.067,0.977
0.776,0.020,0.065,0.982
0.792,0.018,0.070,0.984
0.793,0.019,0.075,0.980
0.793,0.020,0.073,0.980
0.793,0.020,0.071,0.980
0.805,0.026,0.074,0.981
0.806,0.025,0.073,0.977
0.806,0.028,0.073,0.976
0.807,0.027,0.075,0.975
0.811,0.021,0.074,0.966
0.819,0.026,0.075,0.968
0.819,0.025,0.073,0.968
0.823,0.026,0.076,0.970
0.827,0.021,0.073,0.974
0.836,0.022,0.076,0.974
0.836,0.020,0.072,0.978
0.839,0.018,0.077,0.976
0.843,0.017,0.072,0.987
0.849,0.020,0.066,0.993
0.851,0.013,0.070,0.996
0.855,0.015,0.065,0.998
0.859,0.008,0.063,1.007
0.864,0.011,0.065,1.011
0.867,0.013,0.065,1.016
0.871,0.013,0.063,1.013
0.875,0.014,0.061,1.009
0.879,0.012,0.064,1.006
0.883,0.017,0.063,1.004
0.887,0.014,0.064,1.002
0.891,0.015,0.066,0.999
0.894,0.011,0.071,0.996
0.901,0.017,0.070,0.996
0.902,0.015,0.075,0.988
0.908,0.015,0.076,0.986
0.910,0.012,0.075,0.981
0.920,0.016,0.079,0.976
0.921,0.010,0.084,0.979
0.923,0.012,0.081,0.973
0.927,0.020,0.081,0.968
0.931,0.017,0.083,0.976
0.934,0.015,0.080,0.977
0.938,0.019,0.081,0.981
0.942,0.019,0.078,0.979
0.948,0.017,0.077,0.982
0.950,0.016,0.073,0.980
0.954,0.015,0.075,0.978
0.958,0.018,0.076,0.981
0.962,0.017,0.074,0.985
0.967,0.021,0.076,0.994
0.971,0.020,0.068,0.998
0.974,0.013,0.075,1.000
0.979,0.015,0.068,1.008
0.983,0.011,0.068,1.011
0.987,0.012,0.064,1.008
0.990,0.007,0.067,1.014
0.994,0.013,0.065,1.014
1.004,0.015,0.065,1.010
1.004,0.018,0.065,1.010
1.005,0.020,0.070,1.012
1.010,0.020,0.069,1.008
1.037,0.023,0.068,1.006
1.038,0.023,0.072,1.011
1.038,0.022,0.072,1.004
1.038,0.013,0.074,1.005
1.038,0.014,0.070,1.007
1.038,0.014,0.078,1.003
1.038,0.012,0.078,0.999
1.041,0.014,0.080,0.994
1.045,0.017,0.077,0.996
1.049,0.016,0.074,0.992
1.053,0.016,0.078,0.995
1.057,0.015,0.078,0.992
1.061,0.012,0.079,0.990
1.065,0.016,0.080,0.989
1.070,0.012,0.082,0.986
1.073,0.006,0.086,0.983
1.078,0.011,0.084,0.986
1.084,0.008,0.088,0.977
1.085,0.006,0.086,0.975
1.090,0.014,0.083,0.975
1.093,0.013,0.082,0.972
1.100,0.010,0.081,0.974
1.102,0.012,0.077,0.972
1.106,0.015,0.081,0.972
1.112,0.012,0.078,0.969
1.124,0.016,0.075,0.971
1.125,0.013,0.077,0.966
1.126,0.011,0.077,0.970
1.126,0.011,0.077,0.970
1.129,0.012,0.077,0.972
1.143,0.015,0.074,0.979
1.143,0.016,0.076,0.985
1.155,0.016,0.074,0.987
1.156,0.015,0.077,0.980
1.156,0.017,0.075,0.985
1.156,0.017,0.074,0.988
1.156,0.020,0.074,0.987
1.160,0.021,0.070,0.989
1.165,0.022,0.072,0.989
1.169,0.022,0.078,0.986
1.172,0.023,0.074,0.990
1.176,0.025,0.071,0.987
1.182,0.027,0.072,0.994
1.184,0.021,0.068,0.998
1.188,0.026,0.069,0.997
1.192,0.022,0.070,0.996
1.196,0.022,0.065,0.996
1.200,0.022,0.068,0.991
1.204,0.018,0.068,0.993
1.208,0.018,0.065,0.997
1.211,0.018,0.072,0.996
1.221,0.020,0.074,0.993
1.221,0.018,0.071,0.992
1.223,0.016,0.071,0.985
1.229,0.020,0.071,0.985
1.251,0.015,0.072,0.986
1.251,0.016,0.073,0.987
1.252,0.013,0.077,0.985
1.252,0.014,0.076,0.992
1.252,0.011,0.078,0.990
1.252,0.014,0.077,0.993
1.255,0.014,0.075,0.990
1.259,0.013,0.077,0.995
1.263,0.011,0.079,0.994
1.267,0.011,0.083,0.990
1.271,0.011,0.072,0.987
1.275,0.011,0.074,0.989
1.279,0.014,0.074,0.990
1.283,0.017,0.079,0.988
1.287,0.015,0.073,0.990
1.291,0.014,0.075,0.992
1.295,0.011,0.074,0.990
1.304,0.015,0.072,0.988
1.305,0.013,0.072,0.991
1.328,0.014,0.074,0.989
1.328,0.013,0.075,0.989
1.329,0.019,0.074,0.991
1.329,0.014,0.071,0.989
1.329,0.015,0.072,0.994
1.329,0.018,0.075,0.994
1.330,0.017,0.074,0.991
1.341,0.014,0.073,0.996
1.342,0.014,0.074,0.994
1.342,0.011,0.075,1.000
1.346,0.013,0.076,0.996
1.354,0.009,0.077,0.994
1.355,0.014,0.080,0.994
1.358,0.013,0.080,0.997
1.362,0.014,0.077,0.996
1.368,0.017,0.079,0.993
1.370,0.016,0.078,0.994
1.374,0.016,0.078,0.997
1.378,0.016,0.076,1.000
1.383,0.021,0.077,0.996
1.386,0.013,0.080,0.997
1.390,0.014,0.080,0.994
1.393,0.014,0.077,0.998
1.399,0.014,0.078,0.998
1.401,0.013,0.080,0.988
1.406,0.010,0.079,0.993
1.409,0.010,0.081,0.992
1.413,0.016,0.077,0.990
1.419,0.019,0.081,0.983
1.426,0.016,0.076,0.988
1.427,0.017,0.081,0.989
1.428,0.016,0.078,0.992
1.439,0.014,0.077,0.994
1.439,0.013,0.081,0.995
1.441,0.008,0.080,0.989
1.445,0.007,0.075,0.999
1.453,0.007,0.076,1.004
1.453,0.000,0.078,1.002
1.457,0.006,0.079,1.003
1.461,0.003,0.078,0.999
1.466,0.005,0.077,0.996
1.468,0.004,0.078,0.995
1.473,0.007,0.081,0.998
1.477,0.006,0.080,0.995
1.483,0.006,0.078,0.998
1.485,0.006,0.073,0.994
1.489,0.008,0.077,0.997
1.492,0.005,0.075,0.994
1.497,0.002,0.075,0.994
1.501,0.008,0.078,0.994
1.505,0.006,0.078,0.989
1.509,0.001,0.078,0.987
1.512,0.005,0.077,0.983
1.519,0.004,0.079,0.984
1.521,0.005,0.078,0.987
1.524,0.007,0.077,0.983
1.531,0.008,0.075,0.979
1.538,0.005,0.079,0.982
1.538,0.010,0.075,0.983
1.540,0.011,0.076,0.988
1.544,0.007,0.080,0.988
1.549,0.006,0.076,0.989
1.552,0.008,0.076,0.989
1.556,0.008,0.078,0.993
1.560,0.009,0.077,0.987
1.566,0.012,0.078,0.987
1.568,0.011,0.079,0.979
1.572,0.012,0.081,0.984
1.576,0.007,0.080,0.979
1.580,0.006,0.076,0.978
1.584,0.010,0.077,0.977
1.587,0.009,0.079,0.976
1.592,0.010,0.077,0.979
1.595,0.011,0.076,0.984
1.605,0.009,0.078,0.986
1.605,0.010,0.073,0.987
1.607,0.007,0.074,0.992
1.612,0.004,0.073,0.996
1.630,0.004,0.074,0.998
1.631,0.009,0.078,1.000
1.631,0.006,0.078,0.995
1.631,0.007,0.077,0.995
1.631,0.004,0.080,0.989
1.639,0.006,0.080,0.984
1.639,0.004,0.078,0.982
1.643,0.004,0.076,0.979
1.646,0.006,0.078,0.981
1.651,0.008,0.083,0.980
1.655,0.008,0.080,0.978
1.659,0.009,0.077,0.977
1.663,0.001,0.073,0.984
1.667,0.007,0.082,0.989
1.671,0.004,0.081,0.989
1.674,0.003,0.076,0.994
1.679,-0.001,0.083,0.997
1.685,-0.001,0.077,1.006
1.687,-0.004,0.077,1.008
1.691,0.000,0.078,1.006
1.695,0.001,0.079,1.007
1.702,-0.001,0.077,1.000
1.703,-0.002,0.083,0.998
1.707,0.002,0.080,0.996
1.711,0.004,0.083,0.995
1.726,0.004,0.083,0.993
1.727,0.003,0.080,0.994
1.727,0.007,0.082,0.988
1.728,0.007,0.082,0.988
1.730,0.008,0.082,0.989
1.756,0.012,0.081,0.987
1.756,0.007,0.084,0.990
1.756,0.007,0.083,0.988
1.756,0.005,0.087,0.984
1.756,0.007,0.084,0.992
1.757,0.000,0.084,0.988
1.764,-0.000,0.084,0.988
1.765,0.002,0.086,0.990
1.774,0.000,0.078,0.996
1.775,0.006,0.086,0.989
1.775,0.006,0.083,0.992
1.778,0.006,0.083,0.988
1.791,0.006,0.083,0.988
1.791,0.005,0.083,0.984
1.791,0.008,0.084,0.985
1.793,0.004,0.083,0.987
1.798,0.007,0.081,0.984
1.808,0.008,0.078,0.983
1.808,0.006,0.084,0.981
1.810,0.004,0.079,0.984
1.814,0.004,0.080,0.988
1.826,0.008,0.076,0.992
1.826,0.002,0.082,0.989
1.827,0.001,0.082,0.997
1.830,-0.001,0.083,0.998
1.866,0.001,0.077,0.998
1.866,0.006,0.079,0.992
1.867,0.000,0.077,0.991
1.867,0.006,0.078,0.993
1.867,0.004,0.078,0.992
1.867,0.001,0.074,0.990
1.867,0.002,0.076,0.985
1.868,0.003,0.081,0.990
1.868,0.005,0.080,0.987
1.873,0.005,0.078,0.989
1.874,0.003,0.078,0.995
1.877,0.004,0.079,0.994
1.881,0.007,0.072,0.993
1.885,0.008,0.075,0.994
1.889,0.008,0.073,0.998
1.892,0.004,0.072,0.996
1.896,0.007,0.075,0.990
1.908,0.008,0.076,0.995
1.909,0.006,0.072,0.988
1.909,0.006,0.074,0.990
1.913,0.008,0.080,0.983
1.939,0.008,0.078,0.983
1.939,0.007,0.075,0.980
1.949,0.009,0.080,0.974
1.949,0.005,0.080,0.972
1.949,0.009,0.078,0.969
1.949,0.008,0.079,0.976
1.950,0.006,0.079,0.979
1.950,0.003,0.077,0.984
1.950,0.007,0.078,0.985
1.953,0.008,0.083,0.987
1.956,0.009,0.077,0.987
1.960,0.006,0.078,0.989
1.964,0.010,0.079,0.990
1.968,0.003,0.075,0.994
1.972,0.012,0.075,0.992
1.976,0.008,0.080,0.986
1.980,0.012,0.080,0.986
1.994,0.011,0.081,0.989
1.995,0.009,0.080,0.991
1.995,0.011,0.078,0.988
1.996,0.012,0.082,0.989
2.006,0.015,0.079,0.989
2.006,0.017,0.082,0.988
2.007,0.017,0.080,0.989
2.011,0.015,0.082,0.987
2.015,0.014,0.084,0.988
2.022,0.016,0.081,0.988
2.023,0.015,0.084,1.002
2.027,0.017,0.080,0.995
2.031,0.015,0.081,0.999
2.052,0.014,0.078,1.003
2.053,0.012,0.082,0.997
2.053,0.009,0.081,1.009
2.053,0.011,0.085,1.003
2.053,0.008,0.081,1.004
2.055,0.003,0.079,1.005
2.059,0.003,0.079,1.010
2.063,0.006,0.083,1.000
2.068,0.006,0.082,0.998
2.071,0.006,0.083,1.000
2.075,0.002,0.086,0.995
2.078,0.006,0.085,0.995
2.083,0.009,0.083,0.995
2.086,0.008,0.080,0.991
2.091,0.010,0.085,0.992
2.094,0.007,0.081,0.990
2.099,0.003,0.084,0.994
2.111,0.003,0.082,0.990
2.111,0.005,0.082,0.997
2.112,0.005,0.081,0.998
2.114,0.006,0.080,0.998
2.157,0.007,0.083,0.998
2.157,0.006,0.081,1.000
2.157,0.004,0.083,0.993
2.158,0.002,0.076,0.999
2.158,0.002,0.077,0.995
2.158,0.000,0.080,0.988
2.158,0.005,0.080,0.990
2.158,0.000,0.081,0.992
2.159,-0.004,0.079,0.991
2.159,-0.000,0.078,0.995
2.159,-0.003,0.079,0.994
2.162,-0.007,0.078,0.993
2.170,-0.001,0.078,0.994
2.171,-0.003,0.076,0.995
2.174,-0.002,0.072,0.993
2.178,-0.006,0.079,0.996
2.182,-0.004,0.075,0.995
2.187,-0.009,0.078,0.994
2.190,-0.009,0.075,0.997
2.194,-0.007,0.076,0.998
2.198,-0.011,0.077,0.991
2.207,-0.010,0.072,0.993
2.208,-0.010,0.075,0.993
2.209,-0.011,0.075,0.990
2.214,-0.008,0.076,0.987
2.231,-0.009,0.077,0.979
2.232,-0.001,0.074,0.984
2.233,-0.005,0.077,0.979
2.233,0.002,0.076,0.977
2.233,0.001,0.073,0.977
2.244,-0.001,0.076,0.975
2.245,-0.001,0.071,0.974
2.245,0.000,0.079,0.976
2.249,-0.002,0.075,0.982
2.257,-0.002,0.073,0.984
2.258,-0.001,0.072,0.987
2.261,0.000,0.078,0.990
2.265,-0.000,0.073,0.994
2.271,-0.004,0.069,0.995
2.273,-0.000,0.068,0.992
2.277,-0.005,0.069,0.993
2.280,-0.005,0.074,0.991
2.286,-0.004,0.075,0.993
2.289,-0.005,0.076,0.985
2.293,-0.005,0.077,0.987
2.296,-0.007,0.079,0.988
2.303,-0.003,0.078,0.986
2.305,0.000,0.081,0.984
2.309,-0.003,0.079,0.984
2.313,-0.006,0.075,0.986
2.324,0.001,0.079,0.983
2.336,0.000,0.081,0.980
2.336,0.008,0.077,0.977
2.336,0.003,0.080,0.985
2.337,-0.000,0.079,0.980
2.337,0.001,0.080,0.980
2.349,-0.003,0.078,0.977
2.350,-0.003,0.079,0.987
2.350,0.002,0.083,0.994
2.352,0.006,0.078,0.993
2.356,0.005,0.082,0.989
2.360,0.008,0.081,0.996
2.364,0.005,0.081,0.993
2.368,0.000,0.082,0.990
2.372,0.006,0.078,0.994
2.377,0.008,0.077,0.998
2.380,0.008,0.081,1.000
2.387,0.010,0.081,0.997
2.387,0.008,0.078,0.996
2.392,0.014,0.075,1.001
2.396,0.014,0.074,1.003
2.400,0.013,0.073,1.000
2.405,0.009,0.069,0.998
2.408,0.015,0.075,0.995
2.412,0.013,0.071,0.998
2.416,0.011,0.070,0.995
2.427,0.016,0.067,0.987
2.428,0.016,0.071,0.989
2.428,0.020,0.071,0.987
2.432,0.019,0.064,0.987
2.465,0.019,0.073,0.984
2.466,0.021,0.067,0.989
2.466,0.017,0.074,0.988
2.466,0.016,0.071,0.988
2.466,0.019,0.074,0.987
2.466,0.023,0.072,0.985
2.467,0.027,0.070,0.988
2.467,0.032,0.067,0.984
2.467,0.038,0.068,0.978
2.471,0.040,0.070,0.970
2.475,0.041,0.066,0.963
2.479,0.045,0.068,0.960
2.482,0.044,0.067,0.963
2.487,0.047,0.064,0.965
2.491,0.048,0.066,0.969
2.495,0.048,0.063,0.978
2.499,0.043,0.062,0.974
2.509,0.041,0.066,0.982
2.509,0.041,0.060,0.982
2.510,0.043,0.063,0.989
2.542,0.045,0.058,0.997
2.542,0.041,0.060,0.998
2.542,0.041,0.054,0.996
2.542,0.042,0.058,0.999
2.543,0.045,0.058,0.998
2.543,0.045,0.055,0.990
2.543,0.052,0.055,0.988
2.543,0.052,0.050,0.983
2.546,0.053,0.050,0.976
2.550,0.056,0.049,0.969
2.554,0.059,0.052,0.972
2.558,0.058,0.052,0.973
2.562,0.062,0.050,0.971
2.565,0.062,0.054,0.970
2.570,0.062,0.054,0.968
2.574,0.067,0.056,0.975
2.578,0.070,0.053,0.977
2.582,0.070,0.055,0.991
2.587,0.075,0.054,0.991
2.590,0.077,0.053,0.987
2.595,0.078,0.053,0.989
2.598,0.082,0.048,0.983
2.602,0.081,0.052,0.981
2.605,0.080,0.056,0.974
2.609,0.081,0.054,0.972
2.613,0.072,0.053,0.965
2.628,0.071,0.055,0.957
2.629,0.071,0.059,0.950
2.629,0.059,0.059,0.945
2.657,0.056,0.057,0.944
2.658,0.054,0.060,0.944
2.658,0.043,0.066,0.950
2.658,0.036,0.072,0.949
2.658,0.026,0.073,0.948
2.659,0.011,0.075,0.961
2.659,0.001,0.071,0.948
2.659,-0.010,0.077,0.955
2.661,-0.012,0.074,0.961
2.665,-0.008,0.071,0.964
2.670,-0.005,0.059,0.973
2.673,-0.001,0.051,0.979
2.677,0.000,0.048,0.981
2.680,-0.006,0.046,0.987
2.686,-0.019,0.044,1.003
2.689,-0.022,0.042,1.013
2.693,-0.031,0.045,1.029
2.697,-0.033,0.045,1.034
2.703,-0.040,0.046,1.035
2.708,-0.047,0.046,1.040
2.710,-0.056,0.045,1.031
2.712,-0.056,0.045,1.024
2.721,-0.059,0.042,1.012
2.721,-0.057,0.043,1.002
2.728,-0.062,0.046,0.988
2.728,-0.061,0.055,0.967
2.732,-0.059,0.059,0.961
2.749,-0.063,0.061,0.955
2.749,-0.059,0.061,0.949
2.749,-0.056,0.064,0.940
2.749,-0.054,0.060,0.944
2.761,-0.059,0.062,0.939
2.761,-0.057,0.059,0.949
2.762,-0.055,0.058,0.946
2.763,-0.066,0.052,0.949
2.774,-0.069,0.054,0.949
2.774,-0.067,0.048,0.954
2.775,-0.064,0.044,0.962
2.779,-0.067,0.044,0.963
2.783,-0.063,0.041,0.975
2.787,-0.070,0.036,0.984
2.791,-0.064,0.037,0.994
2.795,-0.065,0.034,0.994
2.799,-0.063,0.029,1.001
2.813,-0.060,0.036,1.009
2.814,-0.058,0.033,1.006
2.814,-0.057,0.037,1.007
2.815,-0.053,0.037,1.006
2.820,-0.055,0.037,1.006
2.823,-0.058,0.042,1.006
2.828,-0.059,0.041,1.005
2.832,-0.063,0.049,0.999
2.854,-0.063,0.055,0.999
2.855,-0.068,0.056,1.002
2.855,-0.069,0.066,0.998
2.855,-0.075,0.067,0.988
2.855,-0.080,0.067,0.981
2.856,-0.084,0.073,0.980
2.859,-0.086,0.071,0.976
2.862,-0.091,0.072,0.977
2.867,-0.096,0.077,0.977
2.871,-0.100,0.081,0.980
2.875,-0.106,0.081,0.995
2.878,-0.103,0.082,1.005
2.882,-0.105,0.081,1.019
2.887,-0.101,0.080,1.027
2.891,-0.095,0.082,1.034
2.895,-0.092,0.081,1.037
2.899,-0.096,0.072,1.044
2.908,-0.102,0.064,1.047
2.908,-0.107,0.060,1.054
2.910,-0.110,0.069,1.058
2.914,-0.106,0.065,1.058
2.933,-0.102,0.071,1.056
2.934,-0.096,0.075,1.057
2.934,-0.095,0.082,1.046
2.935,-0.094,0.081,1.044
2.935,-0.093,0.080,1.036
2.945,-0.088,0.083,1.032
2.946,-0.085,0.080,1.027
2.946,-0.080,0.080,1.021
2.950,-0.077,0.080,1.016
2.958,-0.073,0.080,1.007
2.958,-0.065,0.080,1.009
2.962,-0.061,0.076,1.003
2.966,-0.058,0.076,0.995
2.971,-0.054,0.071,0.994
2.974,-0.054,0.074,0.995
2.978,-0.052,0.071,0.994
2.981,-0.052,0.067,0.997
2.987,-0.049,0.065,0.997
2.989,-0.053,0.064,1.001
2.993,-0.047,0.062,1.004
2.998,-0.044,0.066,1.011
3.001,-0.041,0.061,1.013
3.006,-0.038,0.059,1.018
3.010,-0.039,0.058,1.020
3.014,-0.036,0.057,1.025
3.018,-0.034,0.056,1.029
3.026,-0.033,0.059,1.028
3.027,-0.033,0.057,1.027
3.029,-0.029,0.056,1.018
3.033,-0.025,0.054,1.013
3.056,-0.018,0.057,1.008
3.057,-0.011,0.054,1.004
3.057,-0.018,0.057,0.999
3.057,-0.012,0.053,0.999
3.058,-0.014,0.053,0.999
3.058,-0.015,0.054,0.996
3.061,-0.016,0.055,0.990
3.065,-0.021,0.055,0.994
3.068,-0.022,0.057,0.993
3.073,-0.019,0.054,0.996
3.077,-0.018,0.054,0.993
3.081,-0.024,0.053,0.994
3.085,-0.025,0.058,0.996
3.089,-0.023,0.051,0.991
3.093,-0.019,0.051,0.994
3.096,-0.023,0.053,0.998
3.101,-0.017,0.049,0.996
3.110,-0.011,0.049,1.008
3.110,-0.011,0.049,1.004
3.123,-0.005,0.048,1.006
3.124,-0.001,0.044,1.010
3.124,-0.001,0.044,1.008
3.124,-0.001,0.043,1.011
3.144,0.001,0.040,1.006
3.145,0.003,0.042,1.007
3.145,0.004,0.043,1.008
3.145,-0.003,0.047,1.004
3.145,-0.003,0.043,1.005
3.147,-0.001,0.043,1.005
3.152,-0.003,0.044,1.003
3.171,-0.006,0.041,1.009
3.172,-0.005,0.044,1.002
3.172,-0.011,0.045,1.002
3.172,-0.010,0.043,1.001
3.172,-0.006,0.041,0.998
3.176,-0.003,0.047,0.995
3.179,-0.008,0.044,0.988
3.183,-0.010,0.044,0.987
3.187,-0.005,0.046,0.983
3.191,-0.005,0.045,0.981
3.195,-0.006,0.045,0.975
3.199,-0.008,0.050,0.973
3.207,-0.010,0.048,0.975
3.208,-0.015,0.047,0.977
3.211,-0.016,0.047,0.979
3.215,-0.020,0.046,0.983
3.228,-0.021,0.042,0.985
3.229,-0.026,0.039,0.986
3.229,-0.031,0.037,0.988
3.231,-0.035,0.040,0.990
3.235,-0.036,0.041,1.000
3.239,-0.034,0.042,0.997
3.243,-0.039,0.035,0.996
3.247,-0.033,0.042,0.993
3.251,-0.034,0.041,0.992
3.255,-0.032,0.044,0.999
3.259,-0.023,0.041,0.996
3.263,-0.019,0.045,0.996
3.267,-0.019,0.043,1.002
3.272,-0.018,0.042,0.999
3.275,-0.021,0.043,1.003
3.279,-0.024,0.043,0.991
3.282,-0.021,0.038,0.995
3.290,-0.027,0.038,0.990
3.291,-0.036,0.036,0.990
3.295,-0.031,0.039,0.996
3.298,-0.036,0.037,0.989
3.305,-0.036,0.038,0.991
3.306,-0.042,0.039,0.986
3.311,-0.037,0.041,0.988
3.315,-0.043,0.040,0.980
3.318,-0.042,0.038,0.979
3.331,-0.043,0.043,0.978
3.331,-0.047,0.044,0.976
3.332,-0.043,0.039,0.971
3.335,-0.046,0.042,0.973
3.357,-0.042,0.045,0.976
3.357,-0.040,0.046,0.969
3.358,-0.039,0.046,0.966
3.358,-0.039,0.048,0.960
3.358,-0.036,0.049,0.954
3.358,-0.035,0.052,0.954
3.362,-0.037,0.050,0.955
3.365,-0.033,0.052,0.951
3.371,-0.033,0.053,0.951
