time,x,y,z
0.322,-0.029,0.119,0.956
0.325,-0.030,0.118,0.964
0.329,-0.028,0.120,0.961
0.333,-0.027,0.112,0.964
0.338,-0.028,0.111,0.964
0.341,-0.022,0.112,0.966
0.345,-0.026,0.111,0.955
0.349,-0.028,0.114,0.959
0.353,-0.023,0.111,0.963
0.356,-0.026,0.115,0.963
0.360,-0.025,0.110,0.968
0.377,-0.021,0.107,0.976
0.377,-0.021,0.108,0.982
0.378,-0.021,0.106,0.992
0.378,-0.019,0.099,1.002
0.380,-0.021,0.100,1.005
0.385,-0.017,0.090,1.008
0.390,-0.019,0.097,1.010
0.393,-0.020,0.097,1.007
0.397,-0.021,0.096,1.011
0.401,-0.019,0.097,1.008
0.405,-0.021,0.101,1.009
0.408,-0.022,0.099,0.998
0.412,-0.022,0.097,0.990
0.416,-0.017,0.103,0.982
0.420,-0.017,0.097,0.975
0.424,-0.024,0.102,0.969
0.428,-0.019,0.101,0.972
0.433,-0.025,0.099,0.972
0.436,-0.025,0.097,0.974
0.440,-0.026,0.101,0.980
0.444,-0.023,0.107,0.985
0.449,-0.027,0.101,0.994
0.452,-0.027,0.106,0.992
0.456,-0.030,0.107,0.995
0.460,-0.028,0.107,0.996
0.463,-0.028,0.107,0.993
0.477,-0.027,0.105,0.988
0.477,-0.028,0.106,0.987
0.477,-0.024,0.106,0.993
0.479,-0.026,0.101,0.995
0.484,-0.020,0.099,0.996
0.487,-0.024,0.103,0.992
0.491,-0.021,0.102,0.995
0.495,-0.020,0.101,0.991
0.500,-0.021,0.100,0.995
0.503,-0.024,0.105,0.994
0.510,-0.017,0.105,0.987
0.511,-0.017,0.106,0.985
0.516,-0.021,0.107,0.981
0.519,-0.024,0.111,0.983
0.523,-0.021,0.113,0.976
0.527,-0.027,0.117,0.976
0.530,-0.017,0.116,0.980
0.535,-0.023,0.119,0.984
0.539,-0.020,0.116,0.986
0.542,-0.021,0.119,0.996
0.546,-0.027,0.118,0.998
0.553,-0.022,0.123,1.002
0.554,-0.019,0.117,1.004
0.558,-0.015,0.115,1.001
0.562,-0.015,0.117,1.002
0.567,-0.012,0.114,1.004
0.570,-0.014,0.113,1.002
0.574,-0.012,0.112,1.008
0.578,-0.006,0.107,0.994
0.583,-0.005,0.111,0.993
0.586,-0.026,0.119,0.966
0.590,-0.031,0.131,0.982
0.594,-0.013,0.125,1.011
0.600,-0.011,0.114,1.011
0.602,-0.013,0.110,0.999
0.606,-0.012,0.113,0.991
0.610,-0.005,0.107,0.991
0.614,-0.007,0.104,0.994
0.617,-0.012,0.103,0.997
0.622,-0.009,0.105,1.001
0.625,-0.007,0.109,0.998
0.630,-0.006,0.106,0.986
0.634,-0.009,0.111,0.987
0.638,0.000,0.103,0.997
0.641,0.001,0.104,0.996
0.645,-0.011,0.106,0.985
0.653,-0.006,0.114,0.993
0.654,-0.009,0.120,0.982
0.659,-0.009,0.118,0.983
0.661,-0.008,0.120,0.985
0.667,-0.006,0.115,1.002
0.669,-0.005,0.109,1.011
0.673,0.000,0.099,1.013
0.677,0.004,0.095,1.008
0.681,0.008,0.086,1.009
0.685,0.010,0.089,1.003
0.689,0.006,0.086,0.993
0.693,0.011,0.087,0.998
0.696,0.011,0.086,1.000
0.701,0.005,0.089,0.987
0.705,0.008,0.095,0.983
0.708,0.011,0.090,0.986
0.712,0.011,0.093,0.983
0.717,0.010,0.096,0.977
0.721,0.010,0.088,0.979
0.724,0.019,0.084,0.980
0.728,0.023,0.078,0.980
0.734,0.022,0.081,0.972
0.736,0.025,0.077,0.973
0.740,0.022,0.076,0.977
0.744,0.018,0.082,0.970
0.750,0.015,0.085,0.971
0.752,0.014,0.084,0.976
0.756,0.008,0.083,0.986
0.760,0.007,0.082,0.981
0.764,0.005,0.083,0.985
0.770,0.008,0.077,0.985
0.772,0.001,0.077,0.985
0.775,0.004,0.079,0.982
0.780,0.001,0.080,0.975
0.784,0.000,0.079,0.976
0.788,-0.003,0.083,0.977
0.792,-0.002,0.090,0.973
0.796,-0.004,0.084,0.971
0.800,-0.004,0.087,0.972
0.804,-0.005,0.087,0.968
0.808,-0.008,0.083,0.971
0.812,0.001,0.083,0.970
0.817,0.004,0.079,0.973
0.819,0.009,0.081,0.973
0.823,0.011,0.077,0.974
0.827,0.017,0.077,0.976
0.831,0.016,0.078,0.969
0.835,0.009,0.080,0.967
0.839,0.011,0.086,0.976
0.843,0.012,0.084,0.978
0.847,0.008,0.089,0.979
0.854,0.011,0.090,0.984
0.855,0.008,0.094,0.983
0.859,0.012,0.088,0.984
0.863,0.015,0.087,0.991
0.868,0.014,0.086,0.989
0.871,0.013,0.085,0.991
0.875,0.010,0.084,0.984
0.878,0.012,0.086,0.993
0.884,0.011,0.088,0.997
0.887,0.004,0.089,0.995
0.891,0.007,0.090,0.994
0.894,0.005,0.098,0.990
0.900,0.003,0.098,0.994
0.911,0.001,0.095,1.002
0.911,0.003,0.095,1.005
0.912,-0.000,0.093,1.008
0.915,0.003,0.093,1.007
0.918,0.007,0.092,1.005
0.922,0.013,0.094,1.006
0.926,0.014,0.091,1.005
0.930,0.018,0.092,1.002
0.935,0.018,0.091,1.005
0.938,0.016,0.090,1.006
0.942,0.018,0.093,1.004
0.946,0.016,0.092,0.999
0.952,0.021,0.097,1.000
0.954,0.021,0.095,1.011
0.959,0.018,0.095,1.012
0.962,0.014,0.094,1.012
1.018,0.013,0.094,1.010
1.022,0.016,0.092,1.013
1.022,0.017,0.097,1.013
1.023,0.016,0.098,1.009
1.023,0.011,0.095,1.007
1.023,0.012,0.100,1.007
1.024,0.012,0.094,1.010
1.024,0.007,0.101,1.005
1.024,0.008,0.100,1.003
1.025,0.010,0.099,1.000
1.025,0.008,0.101,1.000
1.025,0.003,0.105,0.999
1.026,0.005,0.105,1.000
1.026,0.009,0.102,1.002
1.026,0.002,0.103,1.000
1.027,0.004,0.105,0.994
1.053,0.006,0.108,0.992
1.054,0.007,0.103,0.994
1.054,0.009,0.097,0.992
1.055,0.015,0.096,0.988
1.055,0.019,0.093,0.985
1.055,0.017,0.095,0.983
1.056,0.016,0.091,0.982
1.057,0.013,0.094,0.973
1.061,0.018,0.096,0.972
1.066,0.009,0.097,0.973
1.072,0.014,0.097,0.974
1.073,0.006,0.098,0.966
1.077,0.010,0.102,0.968
1.081,0.012,0.098,0.968
1.094,0.015,0.098,0.975
1.095,0.011,0.090,0.978
1.095,0.019,0.095,0.979
1.099,0.016,0.090,0.987
1.129,0.016,0.084,0.987
1.129,0.017,0.085,0.986
1.130,0.016,0.085,0.991
1.130,0.018,0.078,0.991
1.131,0.015,0.083,0.996
1.131,0.010,0.091,0.992
1.132,0.008,0.084,0.991
1.133,0.005,0.090,0.993
1.133,0.005,0.085,0.998
1.140,0.003,0.087,1.003
1.141,-0.001,0.086,1.004
1.144,-0.003,0.086,1.003
1.148,-0.006,0.086,1.007
1.160,-0.002,0.082,1.010
1.161,-0.004,0.077,1.016
1.161,0.002,0.075,1.022
1.163,0.005,0.077,1.024
1.191,0.004,0.074,1.025
1.192,0.003,0.076,1.024
1.192,0.003,0.074,1.017
1.193,0.008,0.071,1.014
1.193,0.005,0.068,1.002
1.194,0.006,0.068,0.996
1.194,0.006,0.072,0.993
1.195,0.009,0.071,0.987
1.204,0.008,0.076,0.980
1.205,0.009,0.075,0.983
1.207,0.010,0.076,0.975
1.211,0.009,0.078,0.978
1.216,0.005,0.079,0.977
1.220,0.008,0.076,0.973
1.224,0.008,0.079,0.973
1.227,0.011,0.076,0.974
1.231,0.009,0.078,0.975
1.238,0.011,0.079,0.982
1.239,0.005,0.072,0.979
1.243,0.009,0.075,0.974
1.247,0.006,0.070,0.975
1.255,0.010,0.072,0.975
1.256,0.011,0.071,0.964
1.259,0.005,0.069,0.962
1.263,0.008,0.072,0.962
1.279,0.005,0.070,0.960
1.280,0.004,0.070,0.958
1.280,0.004,0.076,0.963
1.281,0.003,0.076,0.964
1.282,0.004,0.082,0.972
1.311,0.005,0.074,0.972
1.312,0.002,0.077,0.977
1.312,0.008,0.078,0.976
1.330,0.008,0.077,0.975
1.330,0.006,0.076,0.974
1.331,0.006,0.073,0.973
1.331,0.005,0.077,0.974
1.332,0.004,0.076,0.979
1.332,0.004,0.080,0.986
1.332,0.004,0.078,0.982
1.333,0.008,0.079,0.982
1.333,0.009,0.080,0.978
1.333,0.006,0.078,0.980
1.338,0.004,0.075,0.989
1.341,0.000,0.071,0.991
1.349,0.002,0.078,0.996
1.350,-0.001,0.077,1.005
1.361,0.002,0.075,1.009
1.364,-0.002,0.075,1.008
1.365,-0.005,0.074,1.018
1.366,-0.003,0.077,1.019
1.399,-0.006,0.078,1.015
1.400,-0.004,0.082,1.016
1.400,-0.005,0.079,1.008
1.401,-0.004,0.086,1.001
1.401,0.001,0.077,0.996
1.402,0.000,0.081,0.995
1.402,0.005,0.082,0.988
1.403,0.003,0.079,0.990
1.403,0.000,0.084,0.982
1.405,-0.000,0.080,0.988
1.409,0.002,0.083,0.987
1.414,0.009,0.079,0.989
1.420,0.009,0.078,0.994
1.421,0.011,0.077,0.997
1.431,0.013,0.080,0.998
1.432,0.016,0.077,1.004
1.432,0.018,0.078,1.006
1.437,0.018,0.073,1.008
1.441,0.018,0.077,1.013
1.444,0.018,0.077,1.008
1.449,0.025,0.076,1.003
1.462,0.023,0.073,0.999
1.463,0.019,0.075,0.998
1.463,0.020,0.078,0.993
1.464,0.022,0.074,0.986
1.499,0.026,0.072,0.984
1.499,0.025,0.070,0.978
1.500,0.022,0.069,0.978
1.500,0.023,0.071,0.974
1.501,0.027,0.076,0.976
1.501,0.025,0.078,0.992
1.501,0.021,0.078,0.984
1.502,0.015,0.076,0.969
1.503,0.019,0.079,0.963
1.505,0.017,0.083,0.958
1.508,0.024,0.082,0.961
1.512,0.026,0.079,0.966
1.516,0.020,0.078,0.962
1.521,0.018,0.075,0.962
1.523,0.021,0.077,0.960
1.528,0.018,0.076,0.963
1.532,0.019,0.076,0.963
1.538,0.013,0.077,0.960
1.539,0.015,0.076,0.963
1.544,0.013,0.070,0.971
1.548,0.014,0.068,0.976
1.555,0.014,0.069,0.978
1.556,0.013,0.060,0.978
1.560,0.011,0.063,0.985
1.563,0.012,0.057,0.992
1.579,0.014,0.058,1.000
1.580,0.015,0.057,1.006
1.580,0.011,0.050,1.009
1.580,0.013,0.051,1.015
1.583,0.011,0.048,1.015
1.614,0.011,0.050,1.019
1.615,0.006,0.052,1.020
1.615,0.004,0.048,1.015
1.615,0.008,0.044,1.017
1.616,0.007,0.047,1.007
1.616,0.008,0.039,1.002
1.616,0.006,0.044,1.000
1.617,0.007,0.040,0.993
1.625,0.007,0.044,0.986
1.626,0.005,0.038,0.985
1.626,0.004,0.041,0.973
1.630,0.003,0.041,0.981
1.638,0.002,0.040,0.980
1.639,0.002,0.042,0.977
1.643,0.001,0.043,0.973
1.646,-0.004,0.047,0.974
1.651,-0.002,0.045,0.972
1.656,-0.005,0.049,0.970
1.658,-0.011,0.051,0.967
1.662,-0.011,0.046,0.967
1.666,-0.013,0.049,0.973
1.680,-0.009,0.051,0.974
1.680,-0.012,0.046,0.970
1.681,-0.014,0.049,0.963
1.681,-0.013,0.045,0.959
1.719,-0.014,0.049,0.948
1.720,-0.014,0.047,0.939
1.738,-0.011,0.046,0.934
1.739,-0.016,0.047,0.927
1.739,-0.019,0.047,0.917
1.739,-0.018,0.048,0.910
1.740,-0.018,0.051,0.908
1.740,-0.018,0.048,0.908
1.740,-0.023,0.051,0.909
1.741,-0.029,0.052,0.907
1.741,-0.035,0.048,0.899
1.741,-0.031,0.051,0.897
1.742,-0.035,0.051,0.895
1.742,-0.045,0.050,0.893
1.743,-0.053,0.052,0.890
1.747,-0.058,0.052,0.895
1.748,-0.062,0.056,0.895
1.761,-0.072,0.058,0.891
1.761,-0.080,0.061,0.896
1.762,-0.087,0.055,0.901
1.765,-0.090,0.060,0.899
1.781,-0.092,0.058,0.907
1.782,-0.097,0.054,0.915
1.783,-0.102,0.057,0.916
1.784,-0.103,0.058,0.928
1.784,-0.107,0.053,0.943
1.813,-0.107,0.053,0.959
1.814,-0.110,0.045,0.967
1.814,-0.106,0.047,0.986
1.814,-0.107,0.050,1.009
1.815,-0.107,0.046,1.030
1.815,-0.110,0.043,1.041
1.815,-0.099,0.042,1.055
1.816,-0.088,0.035,1.065
1.824,-0.082,0.031,1.084
1.825,-0.083,0.027,1.104
1.828,-0.079,0.022,1.120
1.832,-0.072,0.020,1.134
1.839,-0.067,0.014,1.142
1.840,-0.051,0.022,1.150
1.844,-0.046,0.020,1.153
1.848,-0.042,0.026,1.149
1.852,-0.038,0.033,1.146
1.857,-0.034,0.027,1.138
1.860,-0.030,0.039,1.125
1.864,-0.022,0.042,1.112
1.867,-0.012,0.047,1.098
1.880,-0.009,0.046,1.080
1.880,-0.002,0.050,1.063
1.881,0.004,0.052,1.050
1.883,0.010,0.059,1.035
1.914,0.012,0.058,1.025
1.915,0.016,0.064,1.008
1.915,0.023,0.064,1.001
1.915,0.026,0.058,0.990
1.916,0.028,0.065,0.985
1.916,0.034,0.062,0.982
1.916,0.033,0.060,0.976
1.917,0.029,0.062,0.969
1.926,0.028,0.062,0.972
1.927,0.020,0.066,0.968
1.927,0.025,0.063,0.972
1.930,0.025,0.072,0.979
1.935,0.025,0.067,0.985
1.940,0.025,0.065,0.992
1.943,0.029,0.059,0.989
1.947,0.031,0.061,0.995
1.950,0.027,0.057,0.997
1.956,0.030,0.054,0.998
1.958,0.031,0.051,1.006
1.962,0.029,0.047,0.999
1.966,0.029,0.048,0.998
1.981,0.022,0.049,1.001
1.982,0.029,0.044,1.007
1.982,0.024,0.047,1.005
1.983,0.022,0.044,1.008
2.014,0.022,0.039,1.009
2.014,0.025,0.041,1.006
2.015,0.029,0.042,1.007
2.015,0.028,0.037,1.005
2.016,0.029,0.042,1.003
2.016,0.032,0.043,1.000
2.016,0.028,0.051,0.991
2.017,0.025,0.047,0.991
2.017,0.024,0.045,0.996
2.026,0.016,0.048,0.996
2.027,0.017,0.043,0.994
2.029,0.021,0.038,0.998
2.034,0.012,0.035,0.998
2.040,0.016,0.025,1.004
2.041,0.015,0.015,1.011
2.045,0.017,0.014,1.021
2.050,0.012,0.000,1.046
2.057,0.009,-0.006,1.065
2.058,0.005,-0.013,1.085
2.061,0.007,-0.016,1.104
2.065,0.005,-0.027,1.121
2.081,0.004,-0.028,1.140
2.083,0.001,-0.033,1.162
2.083,0.005,-0.039,1.178
2.083,0.005,-0.045,1.189
2.084,0.007,-0.045,1.190
2.105,0.002,-0.049,1.184
2.106,0.006,-0.050,1.179
2.106,0.004,-0.048,1.166
2.107,0.009,-0.041,1.144
2.107,0.009,-0.036,1.121
2.108,0.009,-0.031,1.094
2.121,0.008,-0.022,1.063
2.122,0.002,-0.015,1.041
2.123,0.001,-0.003,1.012
2.124,-0.001,-0.001,0.992
2.128,0.002,0.010,0.976
2.132,-0.001,0.017,0.956
2.140,0.003,0.016,0.946
2.140,0.009,0.024,0.929
2.144,0.004,0.023,0.920
2.148,0.004,0.027,0.908
2.152,0.009,0.023,0.905
2.157,0.008,0.026,0.901
2.160,0.016,0.023,0.898
2.164,0.009,0.022,0.893
2.168,0.013,0.017,0.887
2.196,0.016,0.007,0.894
2.197,0.018,0.007,0.893
2.198,0.010,0.007,0.900
2.198,0.006,0.000,0.905
2.199,0.008,-0.001,0.906
2.199,0.008,-0.005,0.911
2.199,0.003,-0.006,0.920
2.200,0.005,-0.013,0.919
2.238,0.002,-0.019,0.925
2.239,-0.003,-0.020,0.936
2.239,-0.007,-0.018,0.942
2.240,-0.009,-0.028,0.941
2.240,-0.011,-0.024,0.942
2.240,-0.011,-0.026,0.952
2.241,-0.015,-0.027,0.954
2.241,-0.021,-0.024,0.952
2.242,-0.019,-0.023,0.957
2.242,-0.024,-0.019,0.955
2.243,-0.025,-0.018,0.949
2.247,-0.023,-0.015,0.953
2.251,-0.030,-0.020,0.948
2.256,-0.030,-0.019,0.946
2.258,-0.027,-0.021,0.939
2.263,-0.030,-0.021,0.944
2.267,-0.028,-0.021,0.938
2.281,-0.031,-0.019,0.942
2.283,-0.027,-0.021,0.943
2.283,-0.025,-0.023,0.948
2.284,-0.019,-0.023,0.951
2.318,-0.019,-0.026,0.953
2.318,-0.023,-0.026,0.954
2.319,-0.017,-0.028,0.957
2.319,-0.013,-0.029,0.958
2.320,-0.007,-0.028,0.955
2.320,-0.013,-0.020,0.957
2.320,-0.006,-0.021,0.956
2.321,-0.013,-0.016,0.955
2.321,-0.009,-0.015,0.955
2.322,-0.007,-0.015,0.949
2.326,-0.008,-0.013,0.946
2.330,0.000,-0.017,0.935
2.334,-0.006,-0.018,0.934
2.339,-0.008,-0.023,0.938
2.341,-0.012,-0.023,0.943
2.346,-0.009,-0.027,0.949
2.350,-0.010,-0.035,0.951
2.357,-0.002,-0.040,0.964
2.358,-0.004,-0.037,0.970
2.361,-0.003,-0.035,0.976
2.366,-0.016,-0.033,0.982
2.369,-0.016,-0.030,0.989
2.382,-0.011,-0.024,0.995
2.383,-0.010,-0.018,0.989
2.383,-0.026,-0.015,0.995
2.385,-0.037,-0.009,0.994
2.414,-0.034,-0.012,0.997
2.415,-0.031,-0.010,1.001
2.415,-0.041,-0.014,1.002
2.416,-0.045,-0.007,1.009
2.416,-0.059,-0.001,1.032
2.416,-0.060,0.010,1.033
2.417,-0.064,0.006,1.024
2.419,-0.063,0.001,1.026
2.426,-0.068,-0.004,1.039
2.427,-0.060,-0.002,1.039
2.429,-0.059,0.008,1.038
2.432,-0.051,0.011,1.038
2.442,-0.051,0.016,1.041
2.443,-0.050,0.016,1.031
2.444,-0.037,0.023,1.025
2.448,-0.032,0.025,1.019
2.452,-0.020,0.026,1.007
2.456,-0.009,0.034,0.997
2.460,-0.002,0.026,0.988
2.464,0.008,0.024,0.991
2.468,0.027,0.023,0.998
2.481,0.045,0.015,1.005
2.481,0.057,0.016,1.015
2.482,0.072,0.015,1.034
2.499,0.083,0.016,1.047
2.499,0.090,0.018,1.060
2.500,0.096,0.021,1.072
2.500,0.101,0.032,1.089
2.500,0.103,0.034,1.105
2.516,0.107,0.037,1.112
2.517,0.108,0.045,1.116
2.518,0.107,0.048,1.108
2.518,0.105,0.063,1.097
2.528,0.096,0.068,1.080
2.529,0.090,0.081,1.066
2.529,0.098,0.095,1.042
2.531,0.100,0.104,1.017
2.535,0.097,0.112,0.990
2.542,0.103,0.112,0.983
2.543,0.104,0.110,0.967
2.547,0.114,0.108,0.963
2.551,0.119,0.108,0.961
2.557,0.123,0.113,0.966
2.559,0.124,0.117,0.968
2.564,0.132,0.114,0.977
2.567,0.143,0.114,0.982
2.582,0.148,0.112,0.994
2.583,0.143,0.108,1.009
2.583,0.142,0.102,1.021
2.584,0.137,0.098,1.042
2.586,0.132,0.098,1.051
2.617,0.123,0.099,1.055
2.618,0.111,0.110,1.061
2.618,0.113,0.119,1.066
2.618,0.096,0.125,1.071
2.619,0.089,0.137,1.067
2.619,0.091,0.142,1.063
2.619,0.078,0.149,1.063
2.620,0.074,0.154,1.054
2.629,0.072,0.151,1.042
2.629,0.069,0.153,1.030
2.630,0.067,0.156,1.023
2.634,0.063,0.158,1.008
2.641,0.055,0.166,0.992
2.642,0.050,0.172,0.975
2.646,0.054,0.175,0.959
2.650,0.059,0.169,0.949
2.656,0.069,0.173,0.941
2.658,0.068,0.175,0.936
2.662,0.074,0.172,0.932
2.666,0.070,0.162,0.927
2.669,0.062,0.164,0.936
2.682,0.060,0.164,0.936
2.682,0.054,0.167,0.939
2.683,0.059,0.164,0.944
2.685,0.064,0.160,0.951
2.715,0.071,0.153,0.955
2.716,0.075,0.153,0.958
2.716,0.081,0.142,0.959
2.716,0.087,0.135,0.957
2.717,0.101,0.130,0.961
2.717,0.103,0.125,0.965
2.718,0.108,0.122,0.963
2.718,0.116,0.117,0.962
2.727,0.119,0.115,0.955
2.728,0.120,0.113,0.951
2.729,0.118,0.115,0.940
2.733,0.114,0.113,0.933
2.737,0.112,0.110,0.933
2.741,0.118,0.105,0.935
2.745,0.118,0.107,0.934
2.749,0.126,0.109,0.928
2.754,0.132,0.109,0.924
2.758,0.132,0.111,0.923
2.760,0.132,0.113,0.916
2.765,0.130,0.107,0.917
2.769,0.129,0.110,0.911
2.782,0.130,0.108,0.914
2.783,0.123,0.095,0.919
2.783,0.136,0.090,0.927
2.784,0.150,0.088,0.930
2.817,0.169,0.095,0.933
2.818,0.175,0.101,0.938
2.819,0.176,0.097,0.942
2.819,0.179,0.100,0.943
2.820,0.187,0.095,0.948
2.820,0.189,0.097,0.957
2.820,0.194,0.092,0.967
2.821,0.191,0.089,0.970
2.821,0.195,0.094,0.974
2.827,0.194,0.094,0.975
2.829,0.193,0.089,0.973
2.832,0.195,0.086,0.969
2.836,0.189,0.086,0.969
2.841,0.181,0.085,0.968
2.843,0.178,0.087,0.965
2.848,0.180,0.090,0.954
2.852,0.169,0.091,0.954
2.858,0.163,0.090,0.942
2.860,0.157,0.091,0.942
2.864,0.149,0.093,0.940
2.867,0.149,0.096,0.931
2.883,0.141,0.099,0.932
2.884,0.140,0.097,0.932
2.903,0.139,0.103,0.936
2.903,0.126,0.096,0.936
2.903,0.126,0.094,0.944
2.904,0.123,0.099,0.944
2.904,0.126,0.098,0.949
2.905,0.118,0.097,0.949
2.905,0.114,0.098,0.949
2.906,0.113,0.105,0.955
2.917,0.114,0.106,0.957
2.918,0.106,0.108,0.957
2.918,0.102,0.108,0.955
2.928,0.097,0.107,0.958
2.929,0.099,0.106,0.961
2.930,0.107,0.103,0.962
2.935,0.102,0.108,0.968
2.942,0.104,0.096,0.971
2.943,0.099,0.098,0.987
2.947,0.099,0.097,1.000
2.950,0.103,0.102,1.013
2.958,0.103,0.107,1.020
2.958,0.092,0.109,1.033
2.962,0.087,0.113,1.032
2.966,0.090,0.113,1.042
2.970,0.088,0.113,1.048
2.983,0.088,0.120,1.051
2.988,0.083,0.129,1.039
2.989,0.079,0.135,1.034
2.989,0.078,0.134,1.021
3.015,0.073,0.137,1.016
3.015,0.069,0.131,1.009
3.016,0.066,0.120,1.012
3.016,0.074,0.115,1.019
3.016,0.076,0.110,1.036
3.017,0.088,0.107,1.051
3.017,0.094,0.098,1.067
3.017,0.092,0.096,1.093
3.026,0.095,0.098,1.120
3.027,0.095,0.095,1.148
3.029,0.097,0.098,1.170
3.033,0.094,0.107,1.185
3.041,0.095,0.104,1.200
3.042,0.096,0.106,1.212
3.045,0.097,0.106,1.226
3.049,0.101,0.103,1.231
3.054,0.093,0.095,1.232
3.058,0.093,0.082,1.227
3.061,0.095,0.069,1.228
3.065,0.097,0.053,1.234
3.069,0.104,0.037,1.243
3.084,0.108,0.026,1.260
3.084,0.117,0.011,1.272
3.085,0.120,0.007,1.290
3.085,0.119,0.000,1.293
3.115,0.110,0.001,1.297
3.116,0.116,-0.003,1.301
3.116,0.112,-0.002,1.303
3.116,0.107,-0.000,1.302
3.117,0.105,0.003,1.292
3.117,0.088,0.009,1.267
3.117,0.074,0.012,1.231
3.118,0.050,0.010,1.193
3.121,0.034,0.017,1.150
3.127,0.011,0.018,1.113
3.128,-0.003,0.016,1.064
3.132,-0.014,0.011,1.020
3.137,-0.034,0.012,0.989
3.143,-0.050,0.018,0.970
3.144,-0.075,0.010,0.951
3.148,-0.097,0.005,0.955
3.152,-0.109,0.008,0.957
3.158,-0.121,0.012,0.962
3.160,-0.130,0.016,0.967
3.164,-0.143,0.020,0.966
3.168,-0.153,0.028,0.967
3.184,-0.165,0.038,0.960
3.185,-0.173,0.044,0.957
3.185,-0.183,0.046,0.947
3.185,-0.190,0.044,0.936
3.220,-0.192,0.042,0.930
3.221,-0.192,0.042,0.925
3.221,-0.196,0.038,0.919
3.221,-0.196,0.024,0.930
3.222,-0.191,0.015,0.934
3.222,-0.188,0.007,0.947
3.223,-0.178,0.007,0.963
3.223,-0.174,0.001,0.984
3.224,-0.161,-0.003,1.005
3.225,-0.157,-0.001,1.019
3.227,-0.155,-0.004,1.037
3.231,-0.152,-0.010,1.049
3.235,-0.147,-0.014,1.057
3.242,-0.137,-0.014,1.063
3.243,-0.126,-0.019,1.064
3.247,-0.119,-0.019,1.056
3.251,-0.114,-0.025,1.046
3.258,-0.103,-0.025,1.036
3.259,-0.091,-0.021,1.016
3.262,-0.082,-0.014,0.993
3.267,-0.079,-0.007,0.963
3.271,-0.074,0.001,0.940
3.291,-0.071,0.008,0.914
3.291,-0.069,0.011,0.894
3.292,-0.066,0.021,0.873
3.292,-0.054,0.022,0.848
3.308,-0.053,0.031,0.821
3.309,-0.046,0.038,0.797
3.309,-0.046,0.042,0.776
3.310,-0.040,0.048,0.756
3.310,-0.017,0.057,0.739
3.311,-0.019,0.078,0.716
3.321,-0.015,0.081,0.709
3.322,-0.007,0.095,0.698
3.322,-0.004,0.100,0.694
3.377,-0.004,0.102,0.686
3.378,0.003,0.108,0.684
3.378,0.011,0.106,0.680
3.378,0.015,0.110,0.688
