time,x,y,z
12.780,0.013,0.023,0.999
12.784,0.020,0.020,1.010
12.788,0.022,0.017,1.019
12.792,0.031,0.011,1.025
12.801,0.040,0.004,1.024
12.801,0.050,-0.002,1.023
12.805,0.056,-0.005,1.018
12.808,0.061,-0.012,1.008
12.845,0.066,-0.015,1.001
12.845,0.064,-0.013,0.996
12.846,0.074,-0.006,0.987
12.846,0.075,-0.008,0.974
12.846,0.074,-0.001,0.962
12.847,0.069,0.007,0.948
12.847,0.062,0.018,0.937
12.847,0.057,0.029,0.923
12.847,0.040,0.038,0.918
12.854,0.033,0.051,0.908
12.855,0.023,0.059,0.899
12.856,0.016,0.068,0.892
12.862,0.010,0.075,0.887
12.863,0.004,0.075,0.885
12.867,-0.004,0.076,0.877
12.871,-0.008,0.077,0.876
12.875,-0.010,0.076,0.868
12.879,-0.016,0.076,0.868
12.884,-0.021,0.077,0.868
12.887,-0.027,0.079,0.868
12.891,-0.032,0.086,0.861
12.902,-0.039,0.090,0.860
12.902,-0.045,0.096,0.860
12.909,-0.056,0.099,0.865
12.911,-0.060,0.097,0.870
12.911,-0.071,0.101,0.882
12.931,-0.077,0.107,0.889
12.931,-0.080,0.101,0.898
12.932,-0.087,0.102,0.903
12.932,-0.095,0.098,0.906
12.932,-0.099,0.100,0.911
12.935,-0.108,0.098,0.917
12.939,-0.115,0.097,0.919
12.942,-0.125,0.097,0.918
12.947,-0.135,0.096,0.921
12.951,-0.145,0.093,0.923
12.955,-0.153,0.093,0.925
12.958,-0.160,0.091,0.938
12.962,-0.170,0.095,0.941
12.966,-0.177,0.092,0.953
12.970,-0.173,0.086,0.965
12.974,-0.166,0.079,0.978
12.982,-0.165,0.069,0.991
12.983,-0.155,0.054,1.010
12.986,-0.152,0.040,1.019
12.990,-0.144,0.031,1.035
13.016,-0.137,0.015,1.048
13.016,-0.132,0.003,1.054
13.016,-0.126,-0.010,1.062
13.016,-0.127,-0.020,1.060
13.016,-0.118,-0.020,1.072
13.016,-0.113,-0.024,1.072
13.017,-0.106,-0.024,1.066
13.022,-0.098,-0.021,1.063
13.026,-0.091,-0.020,1.056
13.030,-0.089,-0.014,1.043
13.033,-0.083,-0.004,1.026
13.037,-0.076,0.001,1.014
13.041,-0.079,0.011,0.997
13.045,-0.069,0.009,0.991
13.050,-0.068,0.013,0.977
13.053,-0.052,0.010,0.976
13.057,-0.048,-0.003,0.981
13.067,-0.042,-0.016,0.990
13.067,-0.032,-0.033,1.006
13.069,-0.027,-0.058,1.030
13.073,-0.025,-0.080,1.061
13.103,-0.018,-0.108,1.082
13.103,-0.014,-0.131,1.123
13.103,-0.004,-0.153,1.159
13.103,0.008,-0.175,1.193
13.104,0.017,-0.187,1.216
13.104,0.024,-0.203,1.237
13.104,0.038,-0.204,1.253
13.105,0.043,-0.196,1.239
13.109,0.050,-0.186,1.212
13.137,0.047,-0.166,1.164
13.137,0.045,-0.145,1.096
13.137,0.044,-0.113,1.031
13.137,0.038,-0.086,0.975
13.137,0.032,-0.058,0.928
13.138,0.024,-0.021,0.870
13.138,0.010,0.008,0.826
13.141,0.000,0.045,0.792
13.149,-0.020,0.072,0.764
13.149,-0.037,0.095,0.736
13.152,-0.052,0.114,0.719
13.156,-0.073,0.128,0.716
13.160,-0.085,0.137,0.730
13.164,-0.099,0.141,0.751
13.168,-0.108,0.139,0.789
13.172,-0.121,0.127,0.832
13.176,-0.120,0.105,0.885
13.184,-0.130,0.087,0.933
13.189,-0.135,0.063,0.978
13.189,-0.139,0.047,1.019
13.192,-0.138,0.025,1.074
13.224,-0.138,-0.002,1.122
13.225,-0.140,-0.017,1.165
13.225,-0.143,-0.034,1.218
13.225,-0.140,-0.053,1.260
13.225,-0.142,-0.065,1.292
13.226,-0.142,-0.085,1.315
13.226,-0.139,-0.087,1.336
13.227,-0.134,-0.092,1.343
13.236,-0.136,-0.099,1.350
13.237,-0.137,-0.093,1.348
13.237,-0.139,-0.084,1.335
13.239,-0.133,-0.071,1.323
13.243,-0.135,-0.057,1.298
13.250,-0.138,-0.043,1.276
13.251,-0.136,-0.030,1.254
13.255,-0.130,-0.019,1.244
13.259,-0.128,-0.009,1.220
13.264,-0.130,0.003,1.201
13.267,-0.127,0.017,1.177
13.271,-0.119,0.029,1.161
13.275,-0.118,0.041,1.137
13.280,-0.113,0.050,1.117
13.283,-0.115,0.063,1.096
13.287,-0.107,0.066,1.072
13.291,-0.103,0.077,1.055
13.301,-0.096,0.088,1.036
13.302,-0.095,0.098,1.010
13.303,-0.086,0.116,0.985
13.311,-0.081,0.124,0.954
13.311,-0.081,0.139,0.932
13.344,-0.074,0.151,0.901
13.345,-0.071,0.162,0.868
13.345,-0.072,0.171,0.845
13.345,-0.073,0.181,0.826
13.346,-0.073,0.190,0.809
13.347,-0.070,0.197,0.790
13.348,-0.073,0.203,0.772
13.348,-0.073,0.206,0.761
13.349,-0.072,0.212,0.754
13.350,-0.069,0.214,0.756
13.355,-0.066,0.211,0.755
13.358,-0.059,0.199,0.766
13.364,-0.051,0.198,0.779
13.370,-0.048,0.192,0.794
13.371,-0.041,0.174,0.808
13.375,-0.043,0.168,0.826
13.378,-0.040,0.161,0.840
13.382,-0.039,0.152,0.850
13.392,-0.045,0.149,0.861
13.393,-0.046,0.138,0.873
13.394,-0.053,0.134,0.879
13.405,-0.059,0.130,0.894
13.406,-0.060,0.120,0.902
13.406,-0.057,0.109,0.909
13.410,-0.057,0.107,0.919
13.477,-0.053,0.107,0.927
13.478,-0.055,0.105,0.923
13.478,-0.045,0.110,0.914
13.479,-0.043,0.113,0.910
13.479,-0.042,0.122,0.902
13.480,-0.043,0.124,0.896
13.481,-0.042,0.130,0.894
13.481,-0.042,0.131,0.895
13.482,-0.036,0.127,0.891
13.482,-0.035,0.127,0.882
13.483,-0.035,0.126,0.873
13.509,-0.028,0.134,0.870
13.511,-0.023,0.131,0.875
13.512,-0.025,0.137,0.874
13.512,-0.018,0.131,0.891
13.513,-0.014,0.123,0.912
13.514,-0.010,0.110,0.929
13.515,-0.007,0.099,0.952
13.516,-0.001,0.085,0.964
13.516,0.004,0.071,0.983
13.517,0.008,0.062,0.999
13.518,0.007,0.054,1.019
13.518,0.017,0.050,1.030
13.519,0.017,0.041,1.037
13.519,0.018,0.038,1.049
13.520,0.012,0.035,1.055
13.520,0.010,0.040,1.061
13.521,0.010,0.041,1.068
13.526,0.001,0.048,1.062
13.529,0.004,0.055,1.053
13.533,-0.003,0.056,1.049
13.537,-0.011,0.061,1.046
13.540,-0.013,0.065,1.048
13.545,-0.015,0.069,1.052
13.555,-0.019,0.065,1.063
13.556,-0.018,0.061,1.073
13.619,-0.021,0.052,1.084
13.620,-0.017,0.049,1.088
13.620,-0.011,0.039,1.096
13.621,-0.008,0.040,1.094
13.621,-0.002,0.028,1.093
13.622,0.000,0.019,1.094
13.622,0.005,0.017,1.089
13.622,0.004,0.013,1.080
13.623,0.007,0.021,1.078
13.623,0.011,0.022,1.068
13.623,0.011,0.023,1.064
13.624,0.009,0.028,1.059
13.624,0.004,0.040,1.046
13.624,-0.000,0.053,1.027
13.625,-0.001,0.062,1.001
13.625,-0.007,0.076,0.984
13.628,-0.018,0.085,0.966
13.629,-0.016,0.091,0.948
13.629,-0.018,0.107,0.931
13.640,-0.023,0.114,0.913
13.641,-0.025,0.121,0.888
13.641,-0.028,0.125,0.871
13.644,-0.029,0.129,0.849
13.699,-0.034,0.128,0.838
13.700,-0.040,0.121,0.834
13.700,-0.047,0.111,0.847
13.701,-0.062,0.103,0.860
13.701,-0.067,0.081,0.895
13.701,-0.071,0.053,0.916
13.702,-0.068,0.024,0.954
13.702,-0.062,0.004,0.990
13.702,-0.052,-0.024,1.013
13.702,-0.045,-0.042,1.040
13.703,-0.028,-0.064,1.073
13.703,-0.007,-0.083,1.096
13.704,0.000,-0.094,1.110
13.704,0.007,-0.101,1.118
13.705,0.020,-0.110,1.116
13.706,0.035,-0.105,1.102
13.710,0.039,-0.100,1.078
13.715,0.048,-0.088,1.049
13.718,0.055,-0.078,1.014
13.722,0.068,-0.059,0.988
13.726,0.073,-0.047,0.966
13.736,0.083,-0.039,0.951
13.736,0.097,-0.037,0.953
13.745,0.113,-0.032,0.960
13.745,0.133,-0.034,0.966
13.775,0.148,-0.031,0.964
13.775,0.164,-0.036,0.961
13.775,0.179,-0.027,0.957
13.776,0.195,-0.027,0.946
13.776,0.195,-0.024,0.934
13.776,0.201,-0.023,0.930
13.776,0.203,-0.024,0.920
13.777,0.204,-0.022,0.919
13.778,0.205,-0.021,0.921
13.785,0.204,-0.015,0.927
13.785,0.191,-0.009,0.945
13.792,0.181,-0.006,0.970
13.793,0.166,-0.006,0.989
13.802,0.143,-0.005,1.006
13.803,0.125,0.004,1.015
13.805,0.109,0.010,1.022
13.809,0.086,0.021,1.021
13.853,0.071,0.029,1.016
13.853,0.061,0.036,1.016
13.854,0.051,0.045,1.009
13.854,0.037,0.049,1.006
13.855,0.030,0.053,1.005
13.855,0.016,0.058,0.997
13.856,0.008,0.057,1.002
13.856,-0.008,0.056,1.007
13.857,-0.022,0.060,1.010
13.857,-0.040,0.063,1.016
13.871,-0.049,0.052,1.035
13.871,-0.056,0.049,1.048
13.872,-0.061,0.042,1.064
13.872,-0.064,0.036,1.073
13.872,-0.076,0.029,1.083
13.872,-0.072,0.020,1.101
13.881,-0.074,0.007,1.122
13.882,-0.079,-0.006,1.138
13.884,-0.064,-0.016,1.158
13.888,-0.064,-0.031,1.172
13.893,-0.062,-0.054,1.187
13.905,-0.064,-0.069,1.192
13.914,-0.062,-0.083,1.203
13.914,-0.055,-0.088,1.210
13.914,-0.047,-0.077,1.221
13.914,-0.036,-0.061,1.233
13.949,-0.033,-0.038,1.230
13.950,-0.030,-0.018,1.225
13.951,-0.031,0.001,1.204
13.951,-0.027,0.014,1.169
13.951,-0.022,0.031,1.128
13.952,-0.012,0.030,1.081
13.952,-0.000,0.034,1.026
13.953,0.011,0.047,0.968
13.953,0.009,0.055,0.913
13.954,0.004,0.061,0.867
13.956,0.003,0.058,0.844
13.960,0.008,0.061,0.828
13.966,0.016,0.057,0.823
13.968,0.023,0.048,0.829
13.972,0.032,0.040,0.835
13.975,0.043,0.031,0.848
13.980,0.045,0.027,0.864
13.984,0.046,0.017,0.880
13.987,0.056,0.009,0.896
13.991,0.057,0.003,0.913
13.995,0.053,-0.005,0.927
14.001,0.060,-0.008,0.930
14.003,0.065,-0.009,0.926
14.007,0.062,-0.004,0.924
14.011,0.056,-0.005,0.916
14.040,0.051,-0.003,0.917
14.040,0.036,0.004,0.917
14.040,0.021,0.005,0.925
14.041,0.017,0.011,0.935
14.041,0.005,0.006,0.949
14.041,-0.002,0.004,0.971
14.041,-0.009,-0.006,0.980
14.043,-0.016,-0.009,0.997
14.051,-0.021,-0.017,1.007
14.052,-0.032,-0.018,1.014
14.055,-0.037,-0.013,1.008
14.058,-0.043,-0.009,1.008
14.062,-0.052,-0.008,1.007
14.066,-0.055,-0.005,1.007
14.070,-0.060,-0.006,1.019
14.074,-0.053,-0.010,1.026
14.078,-0.051,-0.007,1.031
14.085,-0.054,-0.009,1.044
14.087,-0.057,-0.004,1.048
14.090,-0.058,-0.003,1.049
14.095,-0.064,0.000,1.043
14.122,-0.065,-0.007,1.047
14.122,-0.065,-0.001,1.040
14.122,-0.059,0.003,1.028
14.123,-0.057,0.000,1.023
14.123,-0.048,0.004,1.022
14.123,-0.039,0.003,1.009
14.123,-0.043,0.009,1.000
14.128,-0.044,0.015,0.998
14.131,-0.048,0.021,0.991
14.134,-0.049,0.026,0.981
14.138,-0.057,0.027,0.978
14.141,-0.057,0.034,0.972
14.145,-0.062,0.035,0.966
14.150,-0.059,0.041,0.950
14.153,-0.056,0.046,0.935
14.158,-0.053,0.051,0.919
14.161,-0.052,0.054,0.906
14.166,-0.049,0.047,0.901
14.169,-0.043,0.049,0.902
14.173,-0.038,0.047,0.904
14.178,-0.032,0.038,0.911
14.190,-0.029,0.039,0.918
14.191,-0.030,0.026,0.925
14.191,-0.024,0.024,0.927
14.274,-0.019,0.021,0.934
14.274,-0.008,0.010,0.947
14.275,-0.001,0.009,0.958
14.275,0.005,0.001,0.972
14.275,0.006,-0.003,0.983
14.276,0.015,-0.007,1.007
14.276,0.010,-0.013,1.019
14.276,0.006,-0.010,1.018
14.277,0.001,-0.004,1.007
14.277,0.003,0.011,0.988
14.278,0.003,0.021,0.963
14.278,-0.001,0.033,0.945
14.278,0.005,0.043,0.920
14.279,0.002,0.055,0.902
14.303,-0.001,0.072,0.872
14.304,-0.013,0.087,0.858
14.304,-0.023,0.097,0.844
14.305,-0.024,0.114,0.842
14.305,-0.026,0.116,0.848
14.306,-0.022,0.112,0.864
14.306,-0.023,0.103,0.876
14.307,-0.020,0.093,0.886
14.307,-0.023,0.088,0.901
14.308,-0.026,0.076,0.915
14.308,-0.030,0.073,0.932
14.308,-0.037,0.061,0.946
14.309,-0.051,0.058,0.964
14.309,-0.065,0.048,0.983
14.310,-0.072,0.043,1.003
14.310,-0.079,0.028,1.029
14.316,-0.080,0.011,1.078
14.317,-0.075,-0.016,1.135
14.320,-0.072,-0.044,1.185
14.324,-0.068,-0.080,1.241
14.328,-0.051,-0.116,1.297
14.342,-0.042,-0.146,1.343
14.343,-0.023,-0.167,1.379
14.344,0.010,-0.180,1.406
14.456,0.029,-0.197,1.413
14.457,0.035,-0.203,1.401
14.457,0.036,-0.198,1.372
14.457,0.031,-0.174,1.321
14.458,0.014,-0.147,1.263
14.458,0.003,-0.122,1.199
14.459,-0.008,-0.094,1.147
14.459,-0.017,-0.064,1.097
14.459,-0.025,-0.034,1.058
14.460,-0.030,-0.009,1.015
14.460,-0.033,0.011,0.966
14.460,-0.044,0.032,0.923
14.461,-0.063,0.056,0.880
14.461,-0.070,0.075,0.841
14.461,-0.087,0.093,0.819
14.462,-0.100,0.107,0.809
14.462,-0.114,0.122,0.801
14.462,-0.124,0.132,0.801
14.463,-0.127,0.136,0.807
14.463,-0.136,0.133,0.815
14.464,-0.138,0.126,0.822
14.464,-0.139,0.118,0.842
14.464,-0.135,0.111,0.860
14.465,-0.129,0.102,0.883
14.465,-0.126,0.086,0.913
14.465,-0.119,0.068,0.937
14.466,-0.111,0.052,0.958
14.466,-0.097,0.032,0.990
14.466,-0.088,0.020,1.016
14.467,-0.073,0.006,1.032
14.467,-0.060,-0.001,1.035
14.471,-0.060,-0.005,1.029
14.471,-0.055,-0.011,1.018
14.475,-0.054,-0.008,1.002
14.478,-0.060,-0.002,0.989
14.491,-0.066,0.004,0.988
14.492,-0.076,0.011,0.987
14.492,-0.082,0.013,1.001
14.545,-0.082,0.017,1.020
14.545,-0.088,0.018,1.043
14.545,-0.095,0.007,1.064
14.546,-0.099,0.003,1.081
14.546,-0.108,-0.007,1.101
14.546,-0.107,-0.010,1.108
14.546,-0.110,-0.010,1.116
14.547,-0.113,-0.005,1.122
14.547,-0.113,-0.010,1.125
14.547,-0.118,-0.007,1.128
14.549,-0.119,-0.000,1.122
14.550,-0.131,0.003,1.111
14.550,-0.138,0.012,1.096
14.550,-0.146,0.022,1.082
14.550,-0.161,0.034,1.061
14.590,-0.170,0.047,1.050
14.591,-0.176,0.060,1.035
14.591,-0.183,0.067,1.009
14.591,-0.184,0.075,0.989
14.592,-0.187,0.078,0.957
14.592,-0.187,0.092,0.933
14.592,-0.193,0.101,0.908
14.593,-0.181,0.106,0.898
14.593,-0.178,0.110,0.890
14.594,-0.173,0.106,0.891
14.597,-0.167,0.104,0.896
14.598,-0.161,0.101,0.909
14.602,-0.152,0.097,0.921
14.605,-0.139,0.089,0.931
14.609,-0.128,0.085,0.944
14.613,-0.109,0.082,0.952
14.621,-0.081,0.078,0.963
14.622,-0.059,0.063,0.965
14.625,-0.032,0.054,0.958
14.628,-0.013,0.048,0.948
14.681,-0.002,0.043,0.931
14.681,0.002,0.049,0.912
14.681,-0.003,0.057,0.889
14.693,-0.001,0.062,0.864
14.693,-0.010,0.079,0.834
14.694,-0.020,0.091,0.817
14.694,-0.025,0.102,0.804
14.694,-0.034,0.101,0.806
14.694,-0.031,0.098,0.811
14.694,-0.019,0.095,0.832
14.695,-0.008,0.091,0.856
14.695,0.004,0.090,0.884
14.695,0.017,0.085,0.905
14.695,0.017,0.082,0.918
14.696,0.025,0.075,0.919
14.696,0.018,0.070,0.912
14.696,0.023,0.068,0.902
14.701,0.036,0.061,0.908
14.704,0.049,0.040,0.921
14.708,0.070,0.029,0.926
14.712,0.084,0.020,0.936
14.724,0.098,0.017,0.938
14.725,0.104,0.006,0.932
14.725,0.108,-0.007,0.945
14.767,0.122,-0.018,0.953
14.768,0.144,-0.035,0.973
14.768,0.156,-0.057,0.986
14.768,0.157,-0.077,0.984
14.769,0.148,-0.107,0.970
14.769,0.135,-0.129,0.941
14.769,0.122,-0.149,0.924
14.769,0.129,-0.173,0.909
14.769,0.126,-0.171,0.880
14.770,0.121,-0.158,0.866
14.770,0.121,-0.168,0.873
14.771,0.112,-0.153,0.889
14.775,0.107,-0.113,0.923
14.779,0.106,-0.082,0.963
14.784,0.104,-0.045,0.993
14.790,0.086,-0.012,1.019
14.792,0.069,0.022,1.033
14.795,0.046,0.046,1.033
14.809,0.022,0.065,1.030
14.809,0.016,0.063,1.042
14.809,0.012,0.045,1.054
14.852,0.012,0.020,1.056
14.853,0.031,-0.017,1.040
14.853,0.058,-0.044,1.024
14.853,0.077,-0.062,0.988
14.853,0.082,-0.073,0.955
14.853,0.077,-0.075,0.925
14.854,0.079,-0.066,0.905
14.854,0.074,-0.047,0.903
14.854,0.060,-0.030,0.906
14.854,0.049,-0.008,0.912
14.854,0.025,0.009,0.917
14.855,0.010,0.045,0.917
14.858,-0.010,0.077,0.902
14.862,-0.030,0.113,0.887
14.872,-0.044,0.132,0.862
14.873,-0.047,0.146,0.861
14.874,-0.035,0.152,0.870
14.878,-0.014,0.153,0.889
14.887,0.018,0.141,0.932
14.887,0.046,0.122,1.000
14.889,0.067,0.096,1.049
14.894,0.064,0.074,1.065
14.925,0.059,0.043,1.074
14.925,0.044,0.026,1.084
14.926,0.033,0.013,1.071
14.926,0.028,-0.003,1.043
14.926,0.028,0.000,1.013
14.926,0.029,0.005,0.981
14.926,0.027,0.014,0.959
14.926,0.020,0.023,0.944
14.929,0.007,0.024,0.928
14.937,0.003,0.037,0.903
14.938,-0.006,0.040,0.889
14.941,-0.004,0.048,0.875
14.945,0.006,0.041,0.880
14.951,0.008,0.036,0.898
14.953,0.014,0.019,0.915
14.957,0.023,-0.010,0.941
14.960,0.034,-0.040,0.966
14.964,0.049,-0.073,0.995
14.969,0.073,-0.106,1.029
14.972,0.099,-0.132,1.073
14.976,0.122,-0.155,1.105
14.980,0.150,-0.178,1.125
14.991,0.158,-0.196,1.147
14.991,0.164,-0.201,1.156
14.992,0.179,-0.202,1.173
14.996,0.188,-0.200,1.191
15.003,0.191,-0.196,1.200
15.004,0.188,-0.189,1.212
15.008,0.182,-0.178,1.218
15.012,0.162,-0.167,1.210
15.032,0.163,-0.156,1.199
15.032,0.160,-0.142,1.168
15.032,0.149,-0.119,1.136
15.033,0.130,-0.092,1.096
15.034,0.129,-0.074,1.070
15.037,0.121,-0.054,1.046
15.054,0.092,-0.036,1.001
15.055,0.062,-0.035,0.962
15.055,0.053,-0.020,0.908
15.055,0.041,-0.008,0.868
15.056,0.051,-0.005,0.858
15.060,0.059,-0.005,0.819
15.064,0.060,0.008,0.892
15.068,0.035,0.006,0.735
15.072,-0.019,-0.000,0.749
15.076,-0.038,-0.013,0.787
15.080,-0.027,-0.022,0.831
15.090,-0.007,-0.015,0.874
15.090,0.014,0.001,0.911
15.104,0.006,0.015,0.909
15.104,-0.006,0.018,0.944
15.104,-0.031,0.011,0.982
15.134,-0.048,0.003,1.016
15.135,-0.061,-0.003,1.051
15.135,-0.069,-0.007,1.082
15.136,-0.072,-0.020,1.103
15.136,-0.118,-0.061,1.076
15.136,-0.068,-0.048,1.138
15.137,-0.031,-0.039,1.190
15.137,-0.004,-0.042,1.224
15.142,0.010,-0.057,1.254
15.142,0.023,-0.074,1.258
15.143,0.025,-0.084,1.250
15.147,0.002,-0.097,1.242
15.152,-0.014,-0.108,1.238
15.158,-0.024,-0.108,1.222
15.159,-0.025,-0.091,1.207
15.163,-0.004,-0.068,1.177
15.168,0.006,-0.045,1.172
15.175,0.023,-0.026,1.179
15.176,0.024,-0.014,1.195
15.179,0.029,0.000,1.194
15.190,0.017,0.006,1.184
15.191,0.017,0.019,1.166
15.191,0.006,0.027,1.149
15.229,0.017,0.034,1.111
15.230,0.028,0.021,1.089
15.230,0.053,0.015,1.047
15.231,0.053,0.029,1.059
15.231,0.055,0.034,1.032
15.231,0.052,0.038,0.988
15.232,0.052,0.048,0.969
15.232,0.058,0.067,0.949
15.232,0.061,0.087,0.949
15.232,0.055,0.099,0.965
15.235,0.051,0.128,0.971
15.238,0.049,0.147,0.965
15.242,0.056,0.120,0.942
15.246,0.058,0.088,0.910
15.252,0.050,0.059,0.881
15.254,0.036,0.038,0.855
15.258,0.039,0.032,0.850
15.261,0.052,0.040,0.856
15.265,0.084,0.013,0.890
15.274,0.139,-0.003,0.925
15.274,0.178,-0.017,0.964
15.277,0.170,-0.018,0.980
15.281,0.130,-0.018,0.984
15.289,0.085,-0.027,0.992
15.290,0.052,-0.043,1.006
15.360,0.033,-0.032,1.041
15.361,0.019,-0.034,1.072
15.361,0.017,-0.040,1.090
15.362,0.017,-0.038,1.120
15.362,0.010,-0.027,1.144
15.362,-0.003,-0.016,1.141
15.363,-0.015,-0.011,1.137
15.363,-0.026,-0.004,1.134
15.363,-0.029,0.008,1.113
15.364,-0.032,0.017,1.094
15.364,-0.026,0.022,1.074
15.364,-0.030,0.031,1.062
15.365,-0.028,0.035,1.073
15.365,-0.021,0.032,1.079
15.366,-0.019,0.028,1.073
15.366,-0.016,0.023,1.057
15.366,-0.011,0.021,1.051
15.367,-0.013,0.015,1.028
15.367,-0.007,0.001,1.007
15.380,-0.017,0.002,0.997
15.381,-0.014,-0.001,0.971
15.382,-0.007,0.001,0.949
15.383,-0.011,-0.006,0.940
15.394,-0.010,-0.001,0.932
15.395,-0.019,0.008,0.936
15.395,-0.028,0.010,0.958
15.411,-0.025,-0.014,0.949
15.412,-0.016,-0.038,0.946
15.412,-0.003,-0.074,0.937
15.413,-0.000,-0.096,0.963
15.413,0.003,-0.107,0.987
15.487,0.013,-0.118,0.976
15.488,0.019,-0.130,0.978
15.489,0.020,-0.148,0.975
15.489,0.011,-0.154,0.963
15.490,0.009,-0.159,0.947
15.512,0.002,-0.158,0.933
15.512,0.005,-0.142,0.912
15.513,0.019,-0.144,0.879
15.513,0.032,-0.154,0.853
15.514,0.053,-0.163,0.819
15.514,0.077,-0.176,0.790
15.515,0.085,-0.187,0.780
15.516,0.076,-0.175,0.787
15.518,0.069,-0.156,0.810
15.518,0.052,-0.137,0.840
15.519,0.032,-0.118,0.869
15.520,0.020,-0.095,0.887
15.521,0.002,-0.070,0.905
15.522,-0.008,-0.046,0.921
15.522,-0.027,-0.024,0.942
15.523,-0.044,-0.007,0.956
15.523,-0.058,0.016,0.971
15.524,-0.067,0.034,0.987
15.524,-0.086,0.046,1.005
15.525,-0.097,0.048,1.025
15.525,-0.109,0.041,1.030
15.525,-0.117,0.026,1.043
15.526,-0.118,0.009,1.045
15.539,-0.124,0.001,1.044
15.540,-0.124,-0.005,1.028
15.541,-0.124,-0.002,1.010
15.541,-0.121,-0.009,0.985
15.544,-0.124,-0.014,0.964
15.547,-0.109,-0.028,0.952
15.561,-0.111,-0.039,0.955
15.562,-0.097,-0.054,0.959
15.562,-0.087,-0.064,0.957
15.565,-0.072,-0.075,0.962
15.665,-0.060,-0.083,0.979
15.666,-0.049,-0.087,0.999
15.666,-0.041,-0.095,1.015
15.667,-0.041,-0.105,1.029
15.667,-0.045,-0.113,1.041
15.670,-0.047,-0.129,1.059
15.671,-0.052,-0.134,1.073
15.671,-0.060,-0.146,1.084
15.672,-0.062,-0.147,1.096
15.672,-0.063,-0.149,1.109
15.672,-0.070,-0.146,1.115
15.673,-0.071,-0.137,1.112
15.673,-0.076,-0.123,1.107
15.673,-0.083,-0.109,1.101
15.674,-0.083,-0.089,1.095
15.674,-0.077,-0.083,1.095
15.674,-0.083,-0.074,1.050
15.675,-0.076,-0.057,1.037
15.675,-0.074,-0.036,1.019
15.675,-0.077,-0.024,0.990
15.676,-0.076,-0.009,0.969
15.676,-0.080,-0.005,0.937
15.677,-0.076,0.008,0.910
15.677,-0.072,0.017,0.892
15.677,-0.062,0.024,0.880
15.678,-0.049,0.032,0.864
15.678,-0.046,0.036,0.858
15.678,-0.044,0.046,0.857
15.679,-0.038,0.056,0.865
15.682,-0.033,0.061,0.876
15.688,-0.026,0.065,0.887
15.690,-0.017,0.077,0.906
15.694,-0.013,0.075,0.925
15.698,-0.006,0.069,0.935
15.711,0.004,0.070,0.945
15.712,0.003,0.063,0.953
15.724,0.019,0.049,0.952
15.725,0.025,0.035,0.951
15.725,0.036,0.019,0.950
15.725,0.047,0.009,0.944
15.726,0.049,-0.006,0.947
15.792,0.057,-0.022,0.944
15.792,0.062,-0.032,0.937
15.793,0.075,-0.038,0.929
15.793,0.112,-0.065,0.949
15.794,0.057,-0.068,0.965
15.794,-0.032,-0.055,0.953
15.795,-0.021,-0.034,0.979
15.795,0.039,-0.023,1.016
15.796,0.100,-0.018,1.050
15.796,0.118,-0.022,1.068
15.796,0.114,-0.033,1.067
15.797,0.097,-0.040,1.057
15.797,0.083,-0.044,1.042
15.798,0.068,-0.041,1.034
15.805,0.043,-0.034,1.035
15.805,0.026,-0.020,1.039
15.806,0.004,-0.011,1.048
15.806,-0.022,-0.005,1.055
15.806,-0.050,0.010,1.051
15.807,-0.066,0.013,1.021
15.808,-0.079,0.006,1.005
15.855,-0.075,0.014,1.010
15.856,-0.061,0.016,1.026
15.856,-0.046,0.017,1.052
15.857,-0.027,0.024,1.063
15.857,-0.014,0.019,1.073
15.877,-0.002,0.013,1.068
15.877,0.014,-0.002,1.058
15.878,0.024,-0.010,1.048
15.878,0.035,-0.020,1.030
15.878,0.047,-0.028,1.019
15.879,0.044,-0.028,1.004
15.879,0.050,-0.025,0.989
15.880,0.046,-0.022,0.981
15.880,0.047,-0.019,0.969
15.880,0.041,-0.011,0.959
15.881,0.042,-0.006,0.954
15.881,0.046,0.006,0.945
15.881,0.042,0.006,0.942
15.894,0.042,0.015,0.926
15.894,0.039,0.022,0.914
15.895,0.032,0.013,0.910
15.895,0.019,0.009,0.910
15.899,0.008,0.008,0.915
15.953,-0.004,0.011,0.923
15.954,0.004,0.000,0.964
15.954,-0.005,-0.006,1.000
15.954,-0.004,-0.007,1.034
15.955,-0.011,-0.009,1.065
15.955,-0.015,-0.009,1.091
15.956,-0.025,-0.004,1.101
15.957,-0.029,-0.005,1.111
15.957,-0.025,-0.007,1.107
15.957,-0.004,0.003,1.093
15.958,-0.019,-0.002,1.094
15.958,-0.037,-0.002,1.068
15.959,-0.045,-0.014,1.031
15.959,-0.043,-0.019,1.008
15.960,-0.035,-0.024,0.977
15.963,-0.028,-0.027,0.957
15.968,-0.011,-0.029,0.942
15.984,0.007,-0.031,0.938
15.984,0.019,-0.027,0.943
15.985,0.031,-0.023,0.953
15.985,0.033,-0.016,0.973
15.988,0.034,-0.014,0.982
15.990,0.028,-0.012,0.997
15.994,0.024,-0.010,1.008
15.998,0.015,-0.008,1.020
16.051,0.009,-0.003,1.025
16.052,0.001,-0.008,1.022
16.052,0.006,-0.004,1.018
16.053,0.010,-0.004,1.023
16.053,0.002,-0.011,1.030
16.053,-0.005,-0.011,1.029
16.054,-0.007,-0.004,1.023
