time,x,y,z
11.909,-0.089,-0.008,0.921
11.921,-0.087,0.001,0.901
11.921,-0.082,0.014,0.877
11.922,-0.078,0.016,0.858
11.925,-0.072,0.029,0.840
11.967,-0.069,0.033,0.821
11.968,-0.063,0.046,0.805
11.968,-0.064,0.049,0.795
11.968,-0.056,0.054,0.790
11.969,-0.052,0.055,0.780
11.969,-0.043,0.054,0.782
11.969,-0.033,0.055,0.779
11.970,-0.027,0.055,0.781
11.970,-0.019,0.053,0.789
11.971,-0.005,0.060,0.805
11.971,-0.000,0.052,0.817
11.972,0.014,0.049,0.824
11.981,0.021,0.047,0.835
11.981,0.034,0.043,0.847
11.985,0.049,0.037,0.858
11.989,0.050,0.033,0.870
11.992,0.059,0.027,0.880
12.005,0.068,0.025,0.898
12.006,0.065,0.020,0.916
12.006,0.072,0.017,0.924
12.008,0.075,0.015,0.942
12.067,0.074,0.014,0.955
12.069,0.085,0.006,0.966
12.069,0.093,0.005,0.981
12.070,0.096,-0.007,0.992
12.070,0.104,-0.009,1.002
12.071,0.104,-0.013,1.016
12.071,0.101,-0.010,1.025
12.071,0.098,-0.015,1.029
12.072,0.087,-0.013,1.039
12.072,0.085,-0.013,1.041
12.072,0.083,-0.015,1.044
12.073,0.080,-0.013,1.045
12.073,0.081,-0.014,1.041
12.073,0.075,-0.007,1.040
12.074,0.065,-0.001,1.030
12.074,0.057,0.009,1.023
12.081,0.046,0.007,1.012
12.081,0.038,0.011,1.000
12.083,0.034,0.021,0.986
12.087,0.024,0.028,0.971
12.092,0.012,0.028,0.957
12.105,0.006,0.032,0.941
12.106,-0.000,0.037,0.930
12.107,-0.008,0.037,0.920
12.107,-0.012,0.046,0.914
12.153,-0.017,0.052,0.903
12.154,-0.020,0.052,0.897
12.154,-0.025,0.057,0.889
12.154,-0.026,0.056,0.890
12.155,-0.031,0.057,0.887
12.155,-0.034,0.059,0.895
12.155,-0.039,0.059,0.893
12.156,-0.044,0.063,0.894
12.156,-0.054,0.068,0.899
12.156,-0.054,0.070,0.905
12.157,-0.059,0.069,0.910
12.157,-0.067,0.071,0.913
12.158,-0.065,0.075,0.913
12.166,-0.071,0.079,0.910
12.167,-0.072,0.075,0.906
12.171,-0.075,0.073,0.904
12.174,-0.078,0.069,0.907
12.189,-0.075,0.067,0.915
12.189,-0.073,0.068,0.923
12.190,-0.079,0.062,0.933
12.190,-0.080,0.063,0.945
12.194,-0.080,0.066,0.946
12.250,-0.083,0.062,0.962
12.251,-0.081,0.059,0.970
12.252,-0.081,0.059,0.975
12.252,-0.084,0.060,0.984
12.252,-0.087,0.059,0.988
12.253,-0.092,0.059,0.998
12.253,-0.102,0.057,1.010
12.253,-0.109,0.056,1.020
12.254,-0.113,0.051,1.026
12.254,-0.128,0.061,1.030
12.255,-0.137,0.070,1.026
12.255,-0.138,0.072,1.029
12.255,-0.141,0.068,1.021
12.256,-0.134,0.070,1.026
12.256,-0.123,0.067,1.037
12.276,-0.116,0.069,1.030
12.276,-0.114,0.078,1.027
12.277,-0.107,0.084,1.021
12.277,-0.104,0.081,1.021
12.278,-0.092,0.079,1.013
12.278,-0.089,0.074,1.014
12.282,-0.085,0.074,1.012
12.285,-0.082,0.060,1.023
12.289,-0.079,0.048,1.037
12.292,-0.076,0.027,1.060
12.297,-0.073,0.009,1.083
12.302,-0.060,-0.007,1.110
12.305,-0.060,-0.035,1.138
12.309,-0.053,-0.049,1.167
12.322,-0.046,-0.071,1.212
12.323,-0.044,-0.091,1.247
12.323,-0.041,-0.109,1.279
12.324,-0.042,-0.118,1.308
12.366,-0.036,-0.132,1.340
12.367,-0.034,-0.138,1.360
12.368,-0.041,-0.135,1.369
12.368,-0.043,-0.133,1.367
12.368,-0.042,-0.122,1.347
12.369,-0.042,-0.112,1.320
12.369,-0.028,-0.099,1.281
12.369,-0.017,-0.088,1.240
12.370,-0.003,-0.075,1.187
12.370,0.015,-0.060,1.137
12.371,0.024,-0.051,1.084
12.372,0.041,-0.033,1.039
12.376,0.055,-0.022,1.000
12.382,0.070,-0.010,0.958
12.385,0.083,0.008,0.924
12.387,0.090,0.019,0.895
12.391,0.101,0.032,0.866
12.405,0.097,0.045,0.846
12.406,0.104,0.049,0.833
12.406,0.107,0.055,0.817
12.407,0.114,0.046,0.814
12.457,0.120,0.049,0.821
12.458,0.126,0.042,0.831
12.458,0.134,0.032,0.853
12.458,0.134,0.025,0.872
12.458,0.138,0.016,0.903
12.459,0.131,0.002,0.925
12.459,0.125,-0.006,0.962
12.459,0.120,-0.015,0.993
12.459,0.116,-0.031,1.023
12.459,0.117,-0.052,1.054
12.460,0.117,-0.063,1.087
12.460,0.121,-0.078,1.116
12.460,0.118,-0.092,1.148
12.463,0.114,-0.103,1.176
12.466,0.115,-0.109,1.196
12.470,0.115,-0.119,1.207
12.474,0.117,-0.121,1.217
12.485,0.112,-0.126,1.225
12.486,0.111,-0.119,1.215
12.486,0.114,-0.120,1.212
12.490,0.110,-0.111,1.197
12.494,0.106,-0.111,1.196
12.515,0.097,-0.102,1.179
12.516,0.084,-0.093,1.159
12.516,0.086,-0.081,1.132
12.516,0.078,-0.075,1.099
12.516,0.067,-0.061,1.060
12.517,0.059,-0.050,1.028
12.522,0.048,-0.037,0.995
12.526,0.046,-0.024,0.965
12.531,0.043,-0.011,0.943
12.534,0.036,-0.002,0.916
12.537,0.038,0.005,0.903
12.541,0.037,0.018,0.879
12.547,0.039,0.027,0.861
12.549,0.037,0.030,0.842
12.553,0.033,0.034,0.833
12.557,0.033,0.034,0.827
12.561,0.032,0.038,0.822
12.565,0.038,0.039,0.815
12.569,0.042,0.042,0.812
12.572,0.041,0.038,0.805
12.577,0.044,0.040,0.806
12.584,0.045,0.039,0.804
12.585,0.048,0.033,0.806
12.589,0.045,0.032,0.809
12.594,0.044,0.029,0.814
12.625,0.044,0.022,0.828
12.626,0.036,0.023,0.833
12.627,0.033,0.027,0.839
12.627,0.027,0.030,0.850
12.627,0.021,0.022,0.858
12.628,0.011,0.033,0.865
12.628,0.007,0.028,0.871
12.629,-0.003,0.031,0.878
12.629,-0.008,0.033,0.885
12.633,-0.006,0.032,0.892
12.637,-0.015,0.032,0.891
12.640,-0.006,0.028,0.894
12.644,-0.016,0.032,0.889
12.648,-0.017,0.028,0.884
12.667,-0.026,0.032,0.891
12.668,-0.030,0.030,0.898
12.668,-0.037,0.032,0.907
12.669,-0.043,0.027,0.919
12.669,-0.047,0.026,0.928
12.674,-0.053,0.026,0.938
12.677,-0.063,0.031,0.948
12.685,-0.067,0.031,0.964
12.685,-0.076,0.033,0.974
12.688,-0.081,0.030,0.987
12.692,-0.085,0.027,0.998
12.716,-0.091,0.025,1.013
12.717,-0.092,0.030,1.017
12.717,-0.097,0.031,1.035
12.718,-0.100,0.036,1.035
12.718,-0.096,0.039,1.032
12.719,-0.089,0.041,1.027
12.719,-0.086,0.046,1.029
12.723,-0.082,0.043,1.015
12.727,-0.079,0.043,1.003
12.807,-0.075,0.047,0.996
12.808,-0.074,0.055,0.978
12.808,-0.072,0.063,0.960
12.808,-0.079,0.071,0.942
12.809,-0.076,0.069,0.925
12.809,-0.075,0.078,0.913
12.810,-0.076,0.083,0.892
12.810,-0.073,0.091,0.876
12.811,-0.073,0.096,0.865
12.811,-0.074,0.096,0.860
12.812,-0.076,0.097,0.857
12.813,-0.082,0.101,0.858
12.815,-0.086,0.104,0.864
12.815,-0.090,0.106,0.865
12.815,-0.096,0.102,0.870
12.816,-0.095,0.102,0.871
12.816,-0.097,0.097,0.877
12.817,-0.097,0.097,0.886
12.817,-0.094,0.092,0.892
12.817,-0.089,0.082,0.904
12.818,-0.084,0.070,0.926
12.818,-0.079,0.063,0.938
12.818,-0.080,0.054,0.956
12.823,-0.080,0.048,0.980
12.827,-0.072,0.045,0.991
12.842,-0.076,0.040,1.003
12.843,-0.070,0.034,1.014
12.843,-0.070,0.029,1.022
12.844,-0.069,0.024,1.029
12.897,-0.066,0.025,1.035
12.898,-0.068,0.026,1.048
12.898,-0.071,0.041,1.048
12.899,-0.070,0.053,1.047
12.899,-0.074,0.056,1.041
12.899,-0.074,0.066,1.030
12.900,-0.076,0.072,1.019
12.900,-0.077,0.081,1.010
12.901,-0.070,0.086,1.001
12.901,-0.074,0.081,1.002
12.901,-0.080,0.083,0.998
12.902,-0.079,0.078,1.007
12.902,-0.083,0.071,1.014
12.902,-0.085,0.064,1.024
12.903,-0.083,0.052,1.039
12.905,-0.083,0.041,1.059
12.909,-0.084,0.036,1.078
12.916,-0.080,0.019,1.096
12.918,-0.082,0.006,1.109
12.921,-0.078,-0.008,1.120
12.925,-0.076,-0.030,1.133
12.929,-0.078,-0.049,1.146
12.941,-0.086,-0.057,1.160
12.942,-0.090,-0.075,1.180
12.942,-0.094,-0.083,1.198
12.945,-0.102,-0.092,1.210
12.988,-0.104,-0.095,1.219
12.989,-0.107,-0.098,1.222
12.989,-0.104,-0.099,1.211
12.990,-0.109,-0.093,1.203
12.990,-0.110,-0.091,1.185
12.991,-0.114,-0.082,1.169
12.991,-0.110,-0.075,1.148
12.991,-0.110,-0.070,1.126
12.992,-0.104,-0.062,1.100
12.992,-0.106,-0.051,1.079
12.992,-0.104,-0.039,1.050
12.993,-0.108,-0.027,1.023
13.000,-0.117,-0.014,0.995
13.001,-0.117,-0.008,0.976
13.004,-0.122,-0.001,0.955
13.008,-0.129,0.004,0.938
13.012,-0.136,0.008,0.926
13.025,-0.140,0.004,0.920
13.025,-0.143,0.001,0.926
13.026,-0.148,-0.003,0.926
13.028,-0.156,-0.011,0.938
13.073,-0.161,-0.019,0.948
13.074,-0.166,-0.025,0.973
13.074,-0.170,-0.035,1.001
13.075,-0.170,-0.046,1.029
13.094,-0.166,-0.054,1.060
13.094,-0.154,-0.070,1.087
13.094,-0.142,-0.085,1.116
13.095,-0.126,-0.093,1.142
13.095,-0.118,-0.107,1.163
13.096,-0.107,-0.117,1.179
13.096,-0.095,-0.118,1.194
13.096,-0.083,-0.128,1.199
13.097,-0.078,-0.122,1.210
13.097,-0.080,-0.121,1.201
13.097,-0.076,-0.118,1.192
13.098,-0.075,-0.107,1.173
13.098,-0.071,-0.092,1.145
13.102,-0.067,-0.084,1.116
13.103,-0.059,-0.067,1.080
13.112,-0.057,-0.053,1.041
13.113,-0.049,-0.042,0.995
13.124,-0.049,-0.027,0.955
13.125,-0.045,-0.014,0.917
13.125,-0.050,-0.000,0.877
13.127,-0.046,0.018,0.847
13.177,-0.057,0.031,0.822
13.178,-0.051,0.046,0.798
13.178,-0.053,0.053,0.781
13.178,-0.054,0.057,0.766
13.179,-0.054,0.072,0.753
13.179,-0.052,0.080,0.753
13.180,-0.047,0.080,0.749
13.180,-0.042,0.081,0.745
13.181,-0.028,0.080,0.755
13.182,-0.019,0.080,0.765
13.182,-0.011,0.070,0.786
13.183,-0.002,0.065,0.803
13.183,0.010,0.061,0.822
13.184,0.019,0.053,0.851
13.186,0.024,0.045,0.871
13.191,0.033,0.040,0.893
13.194,0.034,0.038,0.913
13.200,0.040,0.039,0.926
13.203,0.045,0.037,0.939
13.206,0.048,0.032,0.944
13.210,0.052,0.030,0.960
13.224,0.057,0.029,0.962
13.225,0.058,0.025,0.972
13.225,0.066,0.025,0.978
13.226,0.065,0.023,0.980
13.268,0.068,0.027,0.991
13.269,0.063,0.022,1.002
13.269,0.061,0.024,1.006
13.270,0.058,0.020,1.003
13.270,0.056,0.020,1.006
13.270,0.055,0.025,0.999
13.271,0.047,0.029,1.003
13.271,0.045,0.036,0.998
13.272,0.044,0.040,1.003
13.272,0.039,0.041,0.995
13.272,0.040,0.042,0.991
13.273,0.039,0.050,0.984
13.277,0.036,0.050,0.975
13.284,0.025,0.054,0.965
13.286,0.019,0.062,0.955
13.289,0.014,0.072,0.945
13.296,0.006,0.080,0.934
13.296,-0.001,0.082,0.929
13.308,-0.007,0.085,0.915
13.309,-0.013,0.084,0.908
13.309,-0.017,0.089,0.900
13.370,-0.021,0.089,0.885
13.370,-0.025,0.096,0.876
13.371,-0.029,0.093,0.874
13.371,-0.039,0.101,0.867
13.371,-0.040,0.107,0.863
13.372,-0.043,0.112,0.863
13.372,-0.051,0.114,0.863
13.372,-0.052,0.117,0.868
13.373,-0.056,0.118,0.880
13.373,-0.057,0.120,0.878
13.374,-0.058,0.123,0.878
13.374,-0.056,0.128,0.885
13.374,-0.058,0.123,0.883
13.375,-0.048,0.121,0.883
13.375,-0.037,0.119,0.889
13.375,-0.034,0.113,0.897
13.376,-0.032,0.107,0.898
13.383,-0.028,0.106,0.901
13.384,-0.023,0.100,0.914
13.388,-0.025,0.101,0.919
13.394,-0.024,0.102,0.926
13.411,-0.029,0.090,0.938
13.412,-0.029,0.090,0.947
13.412,-0.032,0.088,0.954
13.413,-0.030,0.080,0.969
13.413,-0.033,0.075,0.975
13.457,-0.035,0.072,0.987
13.457,-0.033,0.065,0.991
13.458,-0.037,0.063,1.002
13.458,-0.033,0.064,1.003
13.459,-0.037,0.059,1.012
13.459,-0.037,0.061,1.023
13.459,-0.035,0.056,1.028
13.478,-0.034,0.059,1.031
13.478,-0.035,0.054,1.040
13.479,-0.035,0.054,1.045
13.479,-0.034,0.059,1.049
13.479,-0.033,0.064,1.053
13.480,-0.031,0.065,1.052
13.480,-0.027,0.068,1.049
13.480,-0.024,0.074,1.046
13.481,-0.018,0.075,1.034
13.481,-0.013,0.082,1.033
13.485,-0.019,0.082,1.024
13.486,-0.020,0.085,1.025
13.491,-0.016,0.087,1.025
13.494,-0.018,0.083,1.024
13.500,-0.016,0.074,1.027
13.502,-0.009,0.063,1.037
13.506,-0.002,0.057,1.055
13.510,0.000,0.040,1.072
13.525,0.000,0.022,1.099
13.526,0.009,0.006,1.126
13.526,0.011,-0.013,1.161
13.526,0.020,-0.025,1.196
13.530,0.032,-0.037,1.225
13.571,0.039,-0.054,1.249
13.572,0.043,-0.063,1.278
13.572,0.044,-0.071,1.293
13.573,0.052,-0.078,1.312
13.573,0.056,-0.080,1.320
13.574,0.054,-0.084,1.321
13.574,0.067,-0.081,1.317
13.574,0.070,-0.072,1.306
13.575,0.072,-0.072,1.284
13.575,0.069,-0.065,1.259
13.575,0.075,-0.065,1.226
13.577,0.086,-0.054,1.186
13.585,0.082,-0.039,1.156
13.586,0.084,-0.033,1.113
13.590,0.084,-0.024,1.066
13.593,0.075,-0.020,1.032
13.609,0.069,-0.011,0.999
13.609,0.067,0.000,0.968
13.610,0.066,0.007,0.940
13.610,0.062,0.015,0.924
13.614,0.067,0.015,0.907
13.659,0.064,0.020,0.891
13.659,0.068,0.023,0.872
13.660,0.069,0.020,0.866
13.660,0.067,0.028,0.860
13.661,0.075,0.027,0.861
13.661,0.075,0.023,0.866
13.661,0.076,0.019,0.873
13.662,0.082,0.018,0.878
13.662,0.078,0.013,0.890
13.663,0.080,0.009,0.905
13.663,0.073,0.008,0.931
13.664,0.069,0.003,0.947
13.664,0.069,-0.005,0.965
13.669,0.057,-0.003,0.987
13.672,0.062,-0.009,1.002
13.676,0.058,-0.012,1.019
13.680,0.052,-0.014,1.032
13.684,0.049,-0.017,1.045
13.688,0.051,-0.024,1.052
13.692,0.045,-0.031,1.062
13.696,0.040,-0.041,1.070
13.708,0.045,-0.048,1.082
13.709,0.043,-0.051,1.092
13.710,0.038,-0.058,1.107
13.711,0.036,-0.059,1.122
13.757,0.038,-0.061,1.133
13.757,0.030,-0.067,1.136
13.758,0.031,-0.072,1.141
13.758,0.028,-0.069,1.149
13.759,0.021,-0.072,1.149
13.759,0.025,-0.064,1.146
13.759,0.017,-0.060,1.132
13.760,0.011,-0.049,1.115
13.760,0.017,-0.035,1.092
13.761,0.011,-0.028,1.065
13.761,0.002,-0.013,1.040
13.761,0.002,-0.006,1.008
13.764,0.000,0.008,0.976
13.769,-0.007,0.015,0.947
13.772,-0.011,0.023,0.923
13.775,-0.013,0.032,0.900
13.779,-0.020,0.042,0.883
13.793,-0.022,0.043,0.859
13.793,-0.026,0.048,0.843
13.794,-0.031,0.050,0.831
13.796,-0.030,0.048,0.826
13.840,-0.039,0.048,0.815
13.841,-0.040,0.052,0.812
13.841,-0.047,0.047,0.812
13.842,-0.053,0.043,0.814
13.842,-0.059,0.039,0.815
13.842,-0.056,0.036,0.819
13.843,-0.068,0.033,0.821
13.843,-0.064,0.032,0.828
13.843,-0.065,0.031,0.836
13.844,-0.071,0.024,0.839
13.863,-0.074,0.025,0.854
13.863,-0.075,0.027,0.862
13.864,-0.072,0.028,0.866
13.864,-0.074,0.027,0.874
13.865,-0.079,0.026,0.884
13.865,-0.079,0.028,0.898
13.866,-0.080,0.028,0.905
13.867,-0.076,0.029,0.912
13.872,-0.074,0.034,0.922
13.873,-0.070,0.036,0.925
13.878,-0.070,0.041,0.927
13.886,-0.061,0.039,0.931
13.886,-0.052,0.042,0.926
13.891,-0.048,0.047,0.936
13.894,-0.044,0.044,0.937
13.898,-0.048,0.047,0.934
13.910,-0.043,0.047,0.934
13.911,-0.042,0.049,0.932
13.911,-0.039,0.052,0.930
13.920,-0.033,0.054,0.935
13.921,-0.028,0.053,0.940
13.921,-0.032,0.052,0.938
13.990,-0.031,0.051,0.950
13.991,-0.027,0.050,0.960
13.991,-0.021,0.048,0.964
13.992,-0.028,0.045,0.974
13.992,-0.019,0.050,0.980
13.992,-0.016,0.047,0.989
13.993,-0.020,0.048,0.999
13.993,-0.021,0.057,1.007
13.993,-0.023,0.059,1.012
13.994,-0.029,0.063,1.020
13.994,-0.034,0.070,1.030
13.995,-0.035,0.073,1.034
13.995,-0.040,0.077,1.034
13.995,-0.039,0.078,1.032
13.996,-0.040,0.089,1.024
13.996,-0.043,0.087,1.021
13.996,-0.051,0.094,1.021
13.997,-0.049,0.097,1.009
13.998,-0.056,0.097,1.004
14.002,-0.058,0.102,0.996
14.005,-0.058,0.106,0.996
14.008,-0.050,0.112,0.996
14.012,-0.054,0.112,0.993
14.029,-0.057,0.115,0.995
14.029,-0.057,0.120,0.998
14.030,-0.060,0.122,0.995
14.030,-0.060,0.125,0.991
14.031,-0.054,0.123,0.987
14.082,-0.050,0.127,0.991
14.083,-0.044,0.126,0.987
14.084,-0.042,0.123,0.991
14.084,-0.037,0.123,0.991
14.084,-0.036,0.127,0.994
14.085,-0.037,0.122,0.997
14.085,-0.035,0.116,1.003
14.086,-0.031,0.119,1.004
14.086,-0.026,0.123,1.011
14.086,-0.022,0.119,1.014
14.087,-0.022,0.116,1.013
14.087,-0.021,0.116,1.007
14.087,-0.020,0.115,1.003
14.088,-0.021,0.113,0.989
14.091,-0.018,0.118,0.987
14.095,-0.018,0.119,0.980
14.102,-0.007,0.117,0.965
14.103,-0.004,0.119,0.950
14.107,-0.005,0.118,0.938
14.111,0.003,0.112,0.921
14.115,-0.000,0.102,0.914
14.126,-0.007,0.101,0.909
14.127,-0.004,0.081,0.913
14.127,-0.014,0.069,0.921
14.131,-0.021,0.057,0.933
14.172,-0.026,0.042,0.957
14.173,-0.029,0.022,0.982
14.173,-0.031,0.006,1.014
14.174,-0.036,-0.017,1.045
14.174,-0.043,-0.038,1.076
14.175,-0.035,-0.054,1.108
14.175,-0.045,-0.078,1.139
14.175,-0.045,-0.096,1.166
14.176,-0.049,-0.110,1.188
14.176,-0.047,-0.126,1.216
14.176,-0.051,-0.139,1.237
14.178,-0.056,-0.150,1.259
14.182,-0.063,-0.160,1.277
14.186,-0.067,-0.164,1.288
14.190,-0.073,-0.161,1.290
14.194,-0.081,-0.156,1.280
14.198,-0.085,-0.146,1.260
14.211,-0.090,-0.129,1.224
14.212,-0.096,-0.114,1.178
14.212,-0.095,-0.097,1.135
14.214,-0.103,-0.079,1.082
14.256,-0.113,-0.059,1.033
14.257,-0.114,-0.040,0.977
14.258,-0.125,-0.023,0.924
14.258,-0.132,0.003,0.881
14.276,-0.141,0.019,0.840
14.277,-0.145,0.036,0.806
14.277,-0.156,0.050,0.773
14.277,-0.158,0.059,0.746
14.278,-0.164,0.063,0.729
14.278,-0.171,0.064,0.712
14.278,-0.174,0.061,0.704
14.279,-0.178,0.047,0.703
14.279,-0.181,0.026,0.712
14.280,-0.184,0.005,0.735
14.280,-0.187,-0.012,0.761
14.280,-0.192,-0.033,0.810
14.281,-0.197,-0.053,0.863
14.285,-0.201,-0.075,0.919
14.289,-0.207,-0.094,0.982
14.293,-0.208,-0.115,1.037
14.297,-0.207,-0.129,1.083
14.311,-0.196,-0.148,1.129
14.312,-0.182,-0.157,1.162
14.312,-0.165,-0.170,1.193
14.312,-0.142,-0.180,1.216
14.373,-0.117,-0.189,1.240
14.373,-0.095,-0.194,1.258
14.374,-0.070,-0.201,1.270
14.374,-0.054,-0.202,1.273
14.374,-0.037,-0.198,1.280
14.375,-0.027,-0.193,1.278
14.375,-0.023,-0.183,1.262
14.376,-0.021,-0.168,1.249
14.376,-0.015,-0.160,1.227
14.377,-0.010,-0.139,1.207
14.377,-0.008,-0.122,1.186
14.377,-0.005,-0.107,1.160
14.378,-0.007,-0.093,1.131
14.378,-0.005,-0.080,1.101
14.378,-0.008,-0.064,1.072
14.379,-0.002,-0.045,1.041
14.379,-0.011,-0.035,1.010
14.387,-0.009,-0.025,0.984
14.388,-0.020,-0.012,0.961
14.392,-0.021,0.001,0.935
14.396,-0.034,0.011,0.914
14.411,-0.041,0.023,0.890
14.412,-0.043,0.033,0.873
14.412,-0.051,0.042,0.862
14.413,-0.054,0.047,0.850
14.415,-0.056,0.052,0.841
14.457,-0.055,0.056,0.832
14.458,-0.050,0.056,0.825
14.458,-0.049,0.063,0.825
14.459,-0.042,0.057,0.827
14.459,-0.043,0.054,0.835
14.459,-0.037,0.050,0.842
14.460,-0.034,0.048,0.853
14.460,-0.031,0.041,0.872
14.461,-0.024,0.036,0.888
14.461,-0.021,0.027,0.902
14.461,-0.015,0.026,0.918
14.462,-0.014,0.021,0.932
14.470,-0.013,0.011,0.945
14.471,-0.002,0.005,0.951
14.475,-0.002,-0.004,0.971
14.479,0.004,-0.005,0.983
14.482,0.007,-0.014,0.994
14.487,0.007,-0.016,1.010
14.490,0.013,-0.022,1.023
14.494,0.013,-0.025,1.034
14.499,0.014,-0.025,1.042
14.511,0.020,-0.027,1.045
14.511,0.016,-0.035,1.046
14.512,0.015,-0.031,1.050
14.515,0.018,-0.025,1.044
14.560,0.013,-0.029,1.042
14.561,0.011,-0.025,1.026
14.561,0.005,-0.014,1.016
14.562,-0.008,-0.012,1.003
14.562,-0.013,-0.006,0.987
14.563,-0.021,0.000,0.973
14.563,-0.021,0.007,0.963
14.563,-0.026,0.015,0.945
14.564,-0.032,0.021,0.937
14.564,-0.038,0.032,0.927
14.564,-0.042,0.034,0.919
14.565,-0.039,0.043,0.909
14.566,-0.042,0.046,0.903
14.572,-0.039,0.054,0.891
14.574,-0.040,0.058,0.889
14.578,-0.035,0.064,0.879
14.582,-0.036,0.062,0.874
14.586,-0.029,0.067,0.866
14.589,-0.026,0.070,0.869
14.593,-0.022,0.069,0.867
14.597,-0.020,0.067,0.867
14.611,-0.023,0.073,0.871
14.611,-0.024,0.075,0.868
14.612,-0.027,0.074,0.869
14.613,-0.026,0.074,0.875
14.659,-0.029,0.070,0.874
14.660,-0.031,0.070,0.882
14.660,-0.032,0.071,0.889
14.679,-0.038,0.071,0.896
14.679,-0.042,0.069,0.905
14.680,-0.050,0.069,0.909
14.680,-0.045,0.072,0.916
14.680,-0.048,0.074,0.919
14.681,-0.047,0.065,0.925
14.681,-0.044,0.072,0.928
14.681,-0.045,0.064,0.930
14.682,-0.042,0.064,0.932
14.682,-0.037,0.066,0.938
14.682,-0.036,0.063,0.937
14.683,-0.028,0.064,0.947
14.683,-0.033,0.059,0.947
14.684,-0.029,0.055,0.955
14.684,-0.031,0.052,0.963
14.689,-0.024,0.049,0.971
14.692,-0.024,0.047,0.979
14.696,-0.022,0.043,0.980
14.700,-0.025,0.046,0.987
14.712,-0.028,0.042,0.998
14.713,-0.026,0.044,1.008
14.713,-0.025,0.048,1.017
14.716,-0.023,0.048,1.024
14.759,-0.024,0.044,1.029
14.760,-0.023,0.047,1.033
14.761,-0.022,0.049,1.037
14.761,-0.019,0.047,1.036
14.761,-0.021,0.050,1.047
14.762,-0.016,0.042,1.047
14.762,-0.014,0.043,1.051
14.762,-0.011,0.037,1.068
14.763,-0.009,0.027,1.072
14.763,0.002,0.021,1.085
14.763,0.009,0.009,1.098
14.764,0.018,-0.002,1.116
14.767,0.029,-0.017,1.133
14.771,0.032,-0.027,1.154
14.776,0.038,-0.041,1.177
14.779,0.041,-0.052,1.197
14.784,0.049,-0.058,1.215
14.791,0.056,-0.064,1.231
14.791,0.058,-0.066,1.247
14.795,0.067,-0.069,1.246
14.799,0.071,-0.072,1.245
14.812,0.076,-0.073,1.241
14.813,0.083,-0.071,1.229
14.813,0.079,-0.075,1.218
14.814,0.084,-0.060,1.206
14.868,0.087,-0.060,1.192
14.868,0.089,-0.048,1.172
14.869,0.089,-0.042,1.143
14.869,0.094,-0.031,1.120
14.870,0.095,-0.021,1.092
14.870,0.096,-0.019,1.068
14.870,0.100,-0.005,1.041
14.871,0.100,0.000,1.017
14.871,0.095,0.002,0.990
14.872,0.099,0.010,0.969
14.872,0.096,0.013,0.954
14.872,0.101,0.017,0.942
14.873,0.106,0.021,0.926
14.873,0.108,0.019,0.921
14.874,0.113,0.021,0.908
14.878,0.111,0.020,0.905
14.882,0.116,0.018,0.903
14.887,0.113,0.012,0.903
14.889,0.113,0.013,0.908
14.894,0.122,0.007,0.911
14.898,0.127,-0.003,0.936
14.904,0.129,-0.012,0.955
14.906,0.133,-0.033,0.984
14.909,0.141,-0.042,1.012
14.914,0.142,-0.050,1.038
14.917,0.152,-0.062,1.066
14.928,0.159,-0.077,1.087
14.929,0.165,-0.086,1.102
14.929,0.163,-0.100,1.124
14.933,0.169,-0.113,1.147
14.973,0.169,-0.125,1.169
14.974,0.163,-0.135,1.192
14.974,0.164,-0.139,1.207
14.975,0.165,-0.147,1.209
14.975,0.150,-0.148,1.214
14.976,0.142,-0.147,1.214
14.976,0.126,-0.146,1.199
14.976,0.113,-0.140,1.183
14.977,0.096,-0.135,1.163
14.977,0.076,-0.122,1.143
14.977,0.064,-0.114,1.115
14.980,0.049,-0.100,1.089
14.984,0.040,-0.092,1.055
14.989,0.027,-0.085,1.030
14.999,0.018,-0.073,1.005
15.000,0.013,-0.062,0.986
15.000,0.004,-0.059,0.961
15.013,-0.000,-0.046,0.936
15.013,-0.014,-0.045,0.920
15.014,-0.019,-0.037,0.900
15.017,-0.020,-0.036,0.891
15.073,-0.018,-0.032,0.886
15.094,-0.012,-0.029,0.879
15.094,-0.021,-0.026,0.880
15.095,-0.024,-0.022,0.876
15.095,-0.023,-0.023,0.875
15.095,-0.031,-0.020,0.880
15.096,-0.030,-0.020,0.878
15.096,-0.032,-0.015,0.871
15.097,-0.031,-0.012,0.870
15.097,-0.025,-0.012,0.870
15.098,-0.031,-0.005,0.867
15.098,-0.036,-0.002,0.865
15.099,-0.043,0.004,0.861
15.099,-0.044,0.006,0.855
15.100,-0.049,0.010,0.858
15.100,-0.047,0.013,0.854
15.101,-0.052,0.017,0.856
15.101,-0.056,0.020,0.850
15.102,-0.052,0.024,0.851
15.102,-0.052,0.026,0.854
15.102,-0.055,0.031,0.862
15.107,-0.061,0.034,0.863
15.108,-0.064,0.037,0.865
15.111,-0.068,0.042,0.874
15.115,-0.067,0.040,0.880
15.140,-0.070,0.043,0.885
15.150,-0.069,0.046,0.893
15.151,-0.068,0.047,0.902
15.151,-0.065,0.050,0.909
15.152,-0.064,0.053,0.918
15.152,-0.065,0.057,0.922
15.153,-0.068,0.059,0.921
15.153,-0.066,0.065,0.911
15.153,-0.067,0.066,0.906
15.154,-0.068,0.073,0.902
